scientificname,sources,n_rows,is_genus_placeholder,is_non_binomial,taxonomy_source,filter_level_used,status,accepted_name,aphia_id,gbif_key,rank_resolved,resolved_kingdom,resolved_phylum,resolved_class,resolved_order,resolved_family,resolved_genus,habitat,source_taxonomy_kingdom,source_taxonomy_phylum,source_taxonomy_class,source_taxonomy_order,source_taxonomy_family,source_taxonomy_genus,hierarchy_match,taxonomy_provenance,manual_correction_applied,manual_corrected_query_name,manual_correction_note
Sparus macrocephalus,wqbench,3,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Acanthopagrus schlegelii,305277,NA,Species,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Sparus,marine|brackish,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,TRUE,worms_full,FALSE,NA,NA
Sphaeroides hamiltoni,anztox,3,FALSE,FALSE,anztox,none,gbif_resolved,Sphoeroides hamiltoni,NA,4284321,SPECIES,Animalia,Chordata,NA,Tetraodontiformes,Tetraodontidae,Tetractenos,NA,NA,NA,NA,NA,NA,NA,NA,gbif_full,FALSE,NA,NA
Spumella sp.,wqbench,3,TRUE,FALSE,wqbench,genus_only,genus_resolved,Spumella sp.,428524,NA,Genus,Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Ochromonadaceae,Spumella,freshwater|terrestrial,Chromista,Chrysophyta,Chrysophyceae,Chromalinales,Chromulinaceae,Spumella,FALSE,worms_full,FALSE,NA,NA
Stenacron interpunctatum,"envirotox,wqbench",3,FALSE,FALSE,wqbench,none,gbif_resolved,Stenacron interpunctatum,NA,1408672,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,NA,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,TRUE,gbif_full,FALSE,NA,NA
Stenelmis sexlineata,wqbench,3,FALSE,FALSE,wqbench,none,gbif_resolved,Stenelmis sexlineata,NA,1033585,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,NA,Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,TRUE,gbif_full,FALSE,NA,NA
Stenonema frontale,"envirotox,wqbench",3,FALSE,FALSE,wqbench,none,gbif_resolved,Stenonema frontale,NA,5049126,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,NA,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,TRUE,gbif_full,FALSE,NA,NA
Stenonema luteum,"envirotox,wqbench",3,FALSE,FALSE,wqbench,none,gbif_resolved,Stenonema luteum,NA,5049161,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,NA,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,TRUE,gbif_full,FALSE,NA,NA
Stenonema terminatum,wqbench,3,FALSE,FALSE,wqbench,none,gbif_resolved,Stenonema terminatum,NA,5049158,SPECIES,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,NA,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,TRUE,gbif_full,FALSE,NA,NA
Stentor coeruleus,wqbench,3,FALSE,FALSE,wqbench,phylum,exact_filtered,Stentor coeruleus,427997,NA,Species,Chromista,Ciliophora,Heterotrichea,Heterotrichida,Stentoridae,Stentor,brackish,Animalia,Ciliophora,Ciliatea,Oligotrichida,Stentoridae,Stentor,TRUE,worms_full,FALSE,NA,NA
Sulcospira hainanensis,wqbench,3,FALSE,FALSE,wqbench,class,exact_filtered,Sulcospira hainanensis,766813,NA,Species,Animalia,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Pachychilidae,Sulcospira,freshwater,Animalia,Mollusca,Gastropoda,NA,Pachychilidae,Sulcospira,TRUE,worms_full,FALSE,NA,NA
Surirella angusta,wqbench,3,FALSE,FALSE,wqbench,none,ambiguous_after_filter,NA,NA,NA,NA,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,NA,Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,NA,ambiguous_partial,FALSE,NA,NA
Symbiodinium muscatinei,wqbench,3,FALSE,FALSE,wqbench,class,exact_filtered,Symbiodinium muscatinei,838422,NA,Species,Chromista,Myzozoa,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,marine,Chromista,Pyrrophycophyta,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,FALSE,worms_full,FALSE,NA,NA
Synaptura kleini,"envirotox,wqbench",3,FALSE,FALSE,wqbench,phylum,fuzzy_filtered,Synapturichthys kleinii,127161,NA,Species,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Synaptura,marine|brackish,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Synaptura,TRUE,worms_full,FALSE,NA,NA
Synedra rumpens,wqbench,3,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Fragilaria capucina subsp. rumpens,172396,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,freshwater,Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Synedra,FALSE,worms_full,FALSE,NA,NA
Texadina sp.,wqbench,3,TRUE,FALSE,wqbench,genus_only,genus_resolved,Texadina sp.,416060,NA,Genus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Texadina,brackish|freshwater,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cochliopidae,Texadina,TRUE,worms_full,FALSE,NA,NA
Thais clavigera,wqbench,3,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Reishia clavigera,817471,NA,Species,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Thais,marine,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Thais,TRUE,worms_full,FALSE,NA,NA
Thalassiosira rotula,wqbench,3,FALSE,FALSE,wqbench,genus,exact_unaccepted_filtered,Thalassiosira gravida,148942,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,marine|freshwater,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,FALSE,worms_full,FALSE,NA,NA
Themiste sp,anztox,3,TRUE,FALSE,anztox,genus_only,genus_resolved,Themiste sp,264942,NA,Genus,Animalia,Annelida,NA,Sipuncula,Golfingiidae,Themiste,marine,NA,NA,NA,NA,NA,NA,NA,worms_full,FALSE,NA,NA
Themiste sp.,wqbench,3,TRUE,FALSE,wqbench,genus_only,genus_resolved,Themiste sp.,264942,NA,Genus,Animalia,Annelida,NA,Sipuncula,Golfingiidae,Themiste,marine,Animalia,Sipuncula,Sipunculidea,Golfingiiformes,Golfingiidae,Themiste,FALSE,worms_full,FALSE,NA,NA
Thiara granifera sp.,wqbench,3,TRUE,FALSE,wqbench,none,gbif_resolved,Thiara granifera,NA,5782615,SPECIES,Animalia,Mollusca,Gastropoda,NA,Thiaridae,Tarebia,NA,Animalia,Mollusca,Gastropoda,Neotaenioglossa,Thiaridae,Thiara granifera,TRUE,gbif_full,FALSE,NA,NA
Tilapia leucosticta,wqbench,3,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Oreochromis leucostictus,1015680,NA,Species,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Tilapia,freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tilapia,TRUE,worms_full,FALSE,NA,NA
Tilapia rendalli,"envirotox,wqbench",3,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Coptodon rendalli,282979,NA,Species,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Tilapia,brackish|freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tilapia,TRUE,worms_full,FALSE,NA,NA
Tilapia spilurus,wqbench,3,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Tilapia spilurus,298281,NA,Species,Animalia,Chordata,Teleostei,Cichliformes,Cichlidae,Tilapia,NA,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Tilapia,TRUE,worms_full,FALSE,NA,NA
Tolypothrix sp.,wqbench,3,TRUE,FALSE,wqbench,genus_only,genus_resolved,Tolypothrix sp.,147183,NA,Genus,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,marine|brackish|freshwater|terrestrial,Monera,Cyanophycota,Cyanophyceae,Nostocales,Scytonemataceae,Tolypothrix,FALSE,worms_full,FALSE,NA,NA
Tortanus forcipatus,wqbench,3,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Tortanus (Tortanus) forcipatus,356670,NA,Species,Animalia,Arthropoda,Copepoda,Calanoida,Tortanidae,Tortanus,marine,Animalia,Arthropoda,Maxillopoda,Calanoida,Tortanidae,Tortanus,TRUE,worms_full,FALSE,NA,NA
Tridacna gigas,wqbench,3,FALSE,FALSE,wqbench,class,exact_filtered,Tridacna gigas,207670,NA,Species,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna,marine,Animalia,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,TRUE,worms_full,FALSE,NA,NA
Tridentiger trigonocephalus,wqbench,3,FALSE,FALSE,wqbench,phylum,exact_filtered,Tridentiger trigonocephalus,283049,NA,Species,Animalia,Chordata,Teleostei,Gobiiformes,Gobiidae,Tridentiger,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Tridentiger,TRUE,worms_full,FALSE,NA,NA
Uca uruguayensis,"envirotox,wqbench",3,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Leptuca uruguayensis,1440876,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Uca,marine,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Uca,TRUE,worms_full,FALSE,NA,NA
Urosolenia eriensis,wqbench,3,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Rhizosolenia eriensis f. eriensis,157455,NA,Species,Chromista,Heterokontophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,freshwater,Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Urosolenia,FALSE,worms_full,FALSE,NA,NA
Vallisneria sp.,wqbench,3,TRUE,FALSE,wqbench,genus_only,genus_resolved,Vallisneria sp.,1435865,NA,Genus,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Hydrocharitaceae,Vallisneria,freshwater|terrestrial,Plantae,Magnoliophyta,Liliopsida,Hydrocharitales,Hydrocharitaceae,Vallisneria,FALSE,worms_full,FALSE,NA,NA
Villorita cyprinoides,wqbench,3,FALSE,FALSE,wqbench,class,exact_filtered,Villorita cyprinoides,987300,NA,Species,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Villorita,marine|brackish,Animalia,Mollusca,Bivalvia,Veneroida,Corbiculidae,Villorita,TRUE,worms_full,FALSE,NA,NA
Westiellopsis sp.,wqbench,3,TRUE,FALSE,wqbench,genus_only,genus_resolved,Westiellopsis sp.,602191,NA,Genus,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Hapalosiphonaceae,Westiellopsis,freshwater|terrestrial,Monera,Cyanophycota,Cyanophyceae,Stigonematales,Stigonemataceae,Westiellopsis,FALSE,worms_full,FALSE,NA,NA
Zelandobius sp.,wqbench,3,TRUE,FALSE,wqbench,none,gbif_resolved,Zelandobius,NA,2006416,GENUS,Animalia,Arthropoda,Insecta,Plecoptera,Gripopterygidae,Zelandobius,NA,Animalia,Arthropoda,Insecta,Plecoptera,Gripopterygidae,Zelandobius,TRUE,gbif_full,FALSE,NA,NA
Zelandoperla sp.,wqbench,3,TRUE,FALSE,wqbench,none,gbif_resolved,Zelandoperla,NA,2006602,GENUS,Animalia,Arthropoda,Insecta,Plecoptera,Gripopterygidae,Zelandoperla,NA,Animalia,Arthropoda,Insecta,Plecoptera,Gripopterygidae,Zelandoperla,TRUE,gbif_full,FALSE,NA,NA
Zygnema cylindricum,wqbench,3,FALSE,FALSE,wqbench,genus,exact_filtered,Zygnema cylindricum,616610,NA,Species,Plantae,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Zygnema,freshwater,Plantae,Chlorophyta,Chlorophyceae,Zygnematales,Zygnemataceae,Zygnema,FALSE,worms_full,FALSE,NA,NA
Zygnema sp.,wqbench,3,TRUE,FALSE,wqbench,genus_only,genus_resolved,Zygnema sp.,578376,NA,Genus,Plantae,Charophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Zygnema,freshwater|terrestrial,Plantae,Chlorophyta,Chlorophyceae,Zygnematales,Zygnemataceae,Zygnema,FALSE,worms_full,FALSE,NA,NA
Acanthocyclops viridis,wqbench,2,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Megacyclops viridis viridis,356564,NA,Species,Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,freshwater,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,Acanthocyclops,TRUE,worms_full,FALSE,NA,NA
Acanthodiaptomus denticornis,anztox,2,FALSE,FALSE,anztox,exact_name_priority,exact_unaccepted_filtered,Acanthodiaptomus denticornis denticornis,348458,NA,Species,Animalia,Arthropoda,Copepoda,Calanoida,Diaptomidae,Acanthodiaptomus,freshwater,NA,NA,NA,NA,NA,NA,NA,worms_full,FALSE,NA,NA
Acanthopagrus butcheri,"anztox,wqbench",2,FALSE,FALSE,wqbench,phylum,exact_filtered,Acanthopagrus butcheri,279071,NA,Species,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Acanthopagrus,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,TRUE,worms_full,FALSE,NA,NA
Acartia lilljeborgi,envirotox,2,FALSE,FALSE,envirotox,phylum,fuzzy_filtered,Acartia (Odontacartia) lilljeborgii,348510,NA,Species,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,marine,Animalia,Arthropoda,Maxillopoda,Calanoida,Acartiidae,NA,TRUE,worms_full,FALSE,NA,NA
Acartia sp,envirotox,2,TRUE,FALSE,envirotox,genus_only,genus_resolved,Acartia sp,104108,NA,Genus,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,marine,Animalia,Arthropoda,Maxillopoda,Calanoida,Acartiidae,NA,TRUE,worms_full,FALSE,NA,NA
Achnanthidium sp,envirotox,2,TRUE,FALSE,envirotox,genus_only,genus_resolved,Achnanthidium sp,163531,NA,Genus,Chromista,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,marine|freshwater|terrestrial,Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,NA,FALSE,worms_full,FALSE,NA,NA
Acilius sp.,wqbench,2,TRUE,FALSE,wqbench,genus_only,genus_resolved,Acilius sp.,1525824,NA,Genus,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Acilius,freshwater,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Acilius,TRUE,worms_full,FALSE,NA,NA
Acilius sulcatus,"envirotox,wqbench",2,FALSE,FALSE,wqbench,none,gbif_resolved,Acilius sulcatus,NA,4470286,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Acilius,NA,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Acilius,TRUE,gbif_full,FALSE,NA,NA
Acipenser gueldenstaedtii,"envirotox,wqbench",2,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Acipenser gueldenstaedtii,126275,NA,Species,Animalia,Chordata,Chondrostei,Acipenseriformes,Acipenseridae,Acipenser,marine|brackish|freshwater,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,TRUE,worms_full,FALSE,NA,NA
Acorus gramineus,anztox,2,FALSE,FALSE,anztox,none,gbif_resolved,Acorus gramineus,NA,2873807,SPECIES,Plantae,Tracheophyta,Liliopsida,Acorales,Acoraceae,Acorus,NA,Plantae,Tracheophyta,Liliopsida,NA,NA,NA,TRUE,gbif_full,FALSE,NA,NA
Acrobeles sp.,wqbench,2,TRUE,FALSE,wqbench,genus_only,genus_resolved,Acrobeles sp.,582845,NA,Genus,Animalia,Nematoda,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,freshwater|terrestrial,Animalia,Nematoda,Secernentea,Rhabditida,Cephalobidae,Acrobeles,TRUE,worms_full,FALSE,NA,NA
Acrobeloides sp.,wqbench,2,TRUE,FALSE,wqbench,genus_only,genus_resolved,Acrobeloides sp.,582846,NA,Genus,Animalia,Nematoda,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,freshwater|terrestrial,Animalia,Nematoda,Secernentea,Rhabditida,Cephalobidae,Acrobeloides,TRUE,worms_full,FALSE,NA,NA
Acrocheilus alutaceus,"envirotox,wqbench",2,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Gila alutacea,592842,NA,Species,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrocheilus,freshwater,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Acrocheilus,TRUE,worms_full,FALSE,NA,NA
Acroperus sp.,wqbench,2,TRUE,FALSE,wqbench,genus_only,genus_resolved,Acroperus sp.,148382,NA,Genus,Animalia,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Acroperus,marine|brackish|freshwater,Animalia,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Acroperus,TRUE,worms_full,FALSE,NA,NA
Actinia equina,anztox,2,FALSE,FALSE,anztox,exact_name_priority,exact_filtered,Actinia equina,100803,NA,Species,Animalia,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Actinia,marine,NA,NA,NA,NA,NA,NA,NA,worms_full,FALSE,NA,NA
Aedes euedes,"envirotox,wqbench",2,FALSE,FALSE,wqbench,none,gbif_resolved,Aedes euedes,NA,8442272,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,NA,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,TRUE,gbif_full,FALSE,NA,NA
Alboglossiphonia heteroclita,wqbench,2,FALSE,FALSE,wqbench,class,exact_filtered,Alboglossiphonia heteroclita,1598832,NA,Species,Animalia,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Alboglossiphonia,freshwater,Animalia,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Alboglossiphonia,TRUE,worms_full,FALSE,NA,NA
Algae,anztox,2,FALSE,TRUE,anztox,none,unresolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no_taxonomy,FALSE,NA,NA
Allium cepa,wqbench,2,FALSE,FALSE,wqbench,none,gbif_resolved,Allium cepa,NA,2857697,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,NA,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Allium,FALSE,gbif_full,FALSE,NA,NA
Allocapnia sp.,wqbench,2,TRUE,FALSE,wqbench,none,gbif_resolved,Allocapnia,NA,2002116,GENUS,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,NA,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,TRUE,gbif_full,FALSE,NA,NA
Allocapnia vivipara,wqbench,2,FALSE,FALSE,wqbench,none,gbif_resolved,Allocapnia vivipara,NA,2002146,SPECIES,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,NA,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,TRUE,gbif_full,FALSE,NA,NA
Alonella exigua,wqbench,2,FALSE,FALSE,wqbench,class,exact_filtered,Alonella exigua,1302981,NA,Species,Animalia,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Alonella,freshwater,Animalia,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Alonella,TRUE,worms_full,FALSE,NA,NA
Alpheus malabaricus,wqbench,2,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Alpheus malabaricus,210509,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,marine,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheus,TRUE,worms_full,FALSE,NA,NA
Ambystoma sp,envirotox,2,TRUE,FALSE,envirotox,genus_only,genus_resolved,Ambystoma sp,1350155,NA,Genus,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,freshwater|terrestrial,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,NA,TRUE,worms_full,FALSE,NA,NA
Ameletus sp.,wqbench,2,TRUE,FALSE,wqbench,genus_only,genus_resolved,Ameletus sp.,593163,NA,Genus,Animalia,Arthropoda,Insecta,Ephemeroptera,Ameletidae,Ameletus,freshwater|terrestrial,Animalia,Arthropoda,Insecta,Ephemeroptera,Ameletidae,Ameletus,TRUE,worms_full,FALSE,NA,NA
Amphinemura delosa,wqbench,2,FALSE,FALSE,wqbench,none,gbif_resolved,Amphinemura delosa,NA,2002950,SPECIES,Animalia,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,NA,Animalia,Arthropoda,Insecta,Plecoptera,Nemouridae,Amphinemura,TRUE,gbif_full,FALSE,NA,NA
Amphipholis kochii,wqbench,2,FALSE,FALSE,wqbench,class,exact_filtered,Amphipholis kochii,242866,NA,Species,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphipholis,marine,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphipholis,TRUE,worms_full,FALSE,NA,NA
Amphipleura pellucida,wqbench,2,FALSE,FALSE,wqbench,none,ambiguous_after_filter,NA,NA,NA,NA,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Amphipleura,NA,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Amphipleura,NA,ambiguous_partial,FALSE,NA,NA
Amphiprion ocellaris,wqbench,2,FALSE,FALSE,wqbench,phylum,exact_filtered,Amphiprion ocellaris,278400,NA,Species,Animalia,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Amphiprion,marine,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Amphiprion,TRUE,worms_full,FALSE,NA,NA
Anacystis flosaquae,wqbench,2,FALSE,FALSE,wqbench,none,gbif_resolved,Anacystis flosaquae,NA,4306757,SPECIES,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Anacystis,NA,Monera,Cyanophycota,Cyanophyceae,Chroococcales,Chroococcaceae,Anacystis,FALSE,gbif_full,FALSE,NA,NA
Anisakis simplex,wqbench,2,FALSE,FALSE,wqbench,none,ambiguous_after_filter,NA,NA,NA,NA,Animalia,Nematoda,Secernentea,Ascaridida,Anisakidae,Anisakis,NA,Animalia,Nematoda,Secernentea,Ascaridida,Anisakidae,Anisakis,NA,ambiguous_partial,FALSE,NA,NA
Anisus vortex,"envirotox,wqbench",2,FALSE,FALSE,wqbench,class,exact_filtered,Anisus vortex,716345,NA,Species,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Anisus,freshwater,Animalia,Mollusca,Gastropoda,Basommatophora,Planorbidae,Anisus,TRUE,worms_full,FALSE,NA,NA
Ankistrodesmus bibraianus,wqbench,2,FALSE,FALSE,wqbench,class,exact_unaccepted_filtered,Selenastrum bibraianum,577757,NA,Species,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,freshwater,Plantae,Chlorophyta,Chlorophyceae,Chlorococcales,Oocystaceae,Ankistrodesmus,TRUE,worms_full,FALSE,NA,NA
Anodonta piscinalis,"envirotox,wqbench",2,FALSE,FALSE,wqbench,exact_name_priority,exact_unaccepted_filtered,Anodonta anatina,234104,NA,Species,Animalia,Mollusca,Bivalvia,Unionida,Unionidae,Anodonta,freshwater,Animalia,Mollusca,Bivalvia,Unionoida,Unionidae,Anodonta,TRUE,worms_full,FALSE,NA,NA
Anopheles maculipennis,"envirotox,wqbench",2,FALSE,FALSE,wqbench,none,gbif_resolved,Anopheles maculipennis,NA,1650731,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,NA,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,TRUE,gbif_full,FALSE,NA,NA
Anopheles pharoensis,wqbench,2,FALSE,FALSE,wqbench,none,gbif_resolved,Anopheles pharoensis,NA,1650106,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,NA,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,TRUE,gbif_full,FALSE,NA,NA
Anopheles sundaicus,wqbench,2,FALSE,FALSE,wqbench,none,gbif_resolved,Anopheles sundaicus,NA,1650143,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,NA,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,TRUE,gbif_full,FALSE,NA,NA
Aphanicerca sp.,wqbench,2,TRUE,FALSE,wqbench,none,gbif_resolved,Aphanicerca,NA,2002636,GENUS,Animalia,Arthropoda,Insecta,Plecoptera,Notonemouridae,Aphanicerca,NA,Animalia,Arthropoda,Insecta,Plecoptera,Notonemouridae,Aphanicerca,TRUE,gbif_full,FALSE,NA,NA
Aphelenchoides parietinus,wqbench,2,FALSE,FALSE,wqbench,phylum,exact_filtered,Aphelenchoides parietinus,583646,NA,Species,Animalia,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,freshwater|terrestrial,Animalia,Nematoda,Secernentea,Aphelenchida,Aphelenchoididae,Aphelenchoides,TRUE,worms_full,FALSE,NA,NA
Aplocheilichthys johnstonii,"envirotox,wqbench",2,FALSE,FALSE,wqbench,phylum,exact_unaccepted_filtered,Micropanchax johnstoni,1620452,NA,Species,Animalia,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Aplocheilichthys,freshwater,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Aplocheilichthys,TRUE,worms_full,FALSE,NA,NA
Aratus pisonii,wqbench,2,FALSE,FALSE,wqbench,class,exact_filtered,Aratus pisonii,422190,NA,Species,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Aratus,brackish|terrestrial,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Aratus,TRUE,worms_full,FALSE,NA,NA
Arenicola cristata,envirotox,2,FALSE,FALSE,envirotox,exact_name_priority,exact_filtered,Arenicola cristata,129866,NA,Species,Animalia,Annelida,Polychaeta,NA,Arenicolidae,Arenicola,marine,Animalia,Annelida,Polychaeta,Capitellida,Arenicolidae,NA,TRUE,worms_full,FALSE,NA,NA
Argulus japonicus,wqbench,2,FALSE,FALSE,wqbench,exact_name_priority,exact_filtered,Argulus japonicus,348991,NA,Species,Animalia,Arthropoda,Ichthyostraca,Arguloida,Argulidae,Argulus,freshwater,Animalia,Arthropoda,Maxillopoda,Arguloida,Argulidae,Argulus,TRUE,worms_full,FALSE,NA,NA
Argyroneta aquatica,"envirotox,wqbench",2,FALSE,FALSE,wqbench,class,exact_filtered,Argyroneta aquatica,1416458,NA,Species,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Argyroneta,freshwater|terrestrial,Animalia,Arthropoda,Arachnida,Araneae,Argyronetidae,Argyroneta,TRUE,worms_full,FALSE,NA,NA
