source,casnumber_grouped,chemicalname_grouped,scientificname,medium,test_class,endpoint,conc_value,conc_unit,acr_eligible,source_id,source_dataset,majorgroup
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,REP,100,ug/L,FALSE,8692,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,MORT,76,ug/L,TRUE,8693,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,MORT,47,ug/L,TRUE,8694,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,MORT,80,ug/L,TRUE,8695,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,MORT,170,ug/L,TRUE,8696,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,MORT,32,ug/L,TRUE,8697,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,IMM,76,ug/L,TRUE,8705,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,IMM,47,ug/L,TRUE,8706,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,IMM,80,ug/L,TRUE,8707,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,IMM,100,ug/L,TRUE,8708,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Daphnia magna,Freshwater,chronic,GRO,29,ug/L,FALSE,8715,2000,Crustacea
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Brachydanio rerio,Freshwater,subchronic,MORT,3100,ug/L,TRUE,8718,2000,Osteichthyes
anztox,60515,"Dimethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorodithioate",Brachydanio rerio,Freshwater,subchronic,MORT,5300,ug/L,TRUE,8719,2000,Osteichthyes
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Lymnaea stagnalis,Freshwater,chronic,HAT,10000,ug/L,FALSE,8828,2000,ML
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Daphnia magna,Freshwater,chronic,REP,26000,ug/L,FALSE,8829,2000,Crustacea
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Daphnia magna,Freshwater,chronic,REP,18000,ug/L,FALSE,8830,2000,Crustacea
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Daphnia magna,Freshwater,chronic,MORT,32000,ug/L,TRUE,8831,2000,Crustacea
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Jordanella floridae,Freshwater,chronic,MORT,18000,ug/L,TRUE,8833,2000,OS
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Ophryotrocha labronica,Marine,chronic,HAT,50000,ug/L,FALSE,8834,2000,Annelida
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Jordanella floridae,Freshwater,chronic,MORT,29000,ug/L,TRUE,8835,2000,OS
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Ophryotrocha labronica,Marine,chronic,MORT,33000,ug/L,TRUE,8836,2000,Annelida
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Artemia salina,Marine,chronic,REP,10000,ug/L,FALSE,8837,2000,Crustacea
anztox,79005,"1,1,2-Trichloroethane;1,1,2-Trichloroethane",Pleuronectes platessa,Marine,chronic,MORT,3000,ug/L,TRUE,8838,2000,OS
anztox,58899,"Lindane;(1R,2S,3r,4R,5S,6r)-1,2,3,4,5,6-Hexachlorocyclohexane",Jordanella floridae,Freshwater,chronic,MORT,31200,ug/L,TRUE,8841,2000,OS
anztox,58899,"Lindane;(1R,2S,3r,4R,5S,6r)-1,2,3,4,5,6-Hexachlorocyclohexane",Jordanella floridae,Freshwater,chronic,MORT,47600,ug/L,TRUE,8842,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia peninsulae,Freshwater,acute,REP,300,ug/L,FALSE,8845,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Brachionus calyciflorus,Freshwater,acute,REP,200,ug/L,FALSE,8847,2000,RO
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,acute,MORT,520,ug/L,TRUE,8849,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Ceriodaphnia dubia,Freshwater,acute,MORT,0.06,ug/L,TRUE,8850,2000,Crustacea
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,chronic,MORT,93,ug/L,TRUE,8853,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,chronic,MORT,150,ug/L,TRUE,8854,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,chronic,GRO,18,ug/L,FALSE,8855,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,chronic,GRO,1.4,ug/L,FALSE,8856,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,chronic,GRO,3.7,ug/L,FALSE,8857,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pteronarcys californica,Freshwater,acute,MORT,10,ug/L,TRUE,8859,2000,IN
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pteronarcella badia,Freshwater,acute,MORT,0.38,ug/L,TRUE,8860,2000,IN
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Claassenia sabulosa,Freshwater,acute,MORT,0.57,ug/L,TRUE,8861,2000,IN
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Gammarus pseudolimnaeus,Freshwater,acute,MORT,0.18,ug/L,TRUE,8864,2000,CR
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Gammarus lacustris,Freshwater,acute,MORT,0.11,ug/L,TRUE,8865,2000,CR
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Anguilla anguilla,Freshwater,acute,MORT,540,ug/L,TRUE,8866,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Cyprinus carpio,Freshwater,acute,MORT,1.3,ug/L,TRUE,8868,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Ictalurus punctatus,Freshwater,acute,MORT,13,ug/L,TRUE,8869,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Ictalurus punctatus,Freshwater,acute,MORT,810,ug/L,TRUE,8870,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Lepomis macrochirus,Freshwater,acute,MORT,3,ug/L,TRUE,8871,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Lepomis macrochirus,Freshwater,acute,MORT,2.5,ug/L,TRUE,8872,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Lepomis macrochirus,Freshwater,acute,MORT,10,ug/L,TRUE,8873,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Oncorhynchus clarki,Freshwater,acute,MORT,18,ug/L,TRUE,8874,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Oncorhynchus clarki,Freshwater,acute,MORT,5.4,ug/L,TRUE,8875,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Oncorhynchus clarki,Freshwater,acute,MORT,26,ug/L,TRUE,8876,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Oncorhynchus clarki,Freshwater,acute,MORT,13,ug/L,TRUE,8877,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Oncorhynchus mykiss,Freshwater,acute,MORT,7.1,ug/L,TRUE,8878,2000,Osteichthyes
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Oncorhynchus mykiss,Freshwater,acute,MORT,9,ug/L,TRUE,8879,2000,Osteichthyes
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,acute,MORT,170,ug/L,TRUE,8880,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,acute,MORT,130,ug/L,TRUE,8881,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,acute,MORT,140,ug/L,TRUE,8882,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,acute,MORT,120,ug/L,TRUE,8883,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,acute,DVP,55,ug/L,FALSE,8884,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,acute,MORT,200,ug/L,TRUE,8885,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,acute,MORT,540,ug/L,TRUE,8886,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Salvelinus namaycush,Freshwater,acute,MORT,98,ug/L,TRUE,8887,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Salvelinus namaycush,Freshwater,acute,MORT,73,ug/L,TRUE,8888,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Salvelinus namaycush,Freshwater,acute,MORT,240,ug/L,TRUE,8889,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Tilapia mossambica,Freshwater,acute,MORT,26,ug/L,TRUE,8890,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Tetrahymena pyriformis,Freshwater,acute,GRO,330,ug/L,FALSE,8891,2000,PR
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Daphnia magna,Freshwater,chronic,MORT,0.06,ug/L,TRUE,8892,2000,Crustacea
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,MORT,3.2,ug/L,TRUE,8893,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,GRO,1.6,ug/L,FALSE,8894,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,MORT,2.2,ug/L,TRUE,8895,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,GRO,1.2,ug/L,FALSE,8896,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,GRO,0.63,ug/L,FALSE,8897,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,MORT,1.2,ug/L,TRUE,8898,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,GRO,0.12,ug/L,FALSE,8899,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,GRO,0.012,ug/L,FALSE,8900,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,GRO,3.9,ug/L,FALSE,8901,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Pimephales promelas,Freshwater,chronic,DVP,1.3,ug/L,FALSE,8902,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Skeletonema costatum,Marine,acute,GRO,300,ug/L,FALSE,8903,2000,Algae
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Skeletonema costatum,Marine,acute,GRO,1200,ug/L,FALSE,8904,2000,Algae
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Thalassiosira pseudonana,Marine,acute,GRO,150,ug/L,FALSE,8905,2000,AL
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Callinectes sapidus,Marine,acute,IMM,5.2,ug/L,TRUE,8906,2000,CR
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Penaeus aztecus,Marine,acute,MORT,0.2,ug/L,TRUE,8907,2000,CR
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Penaeus duorarum,Marine,acute,MORT,2.4,ug/L,TRUE,8908,2000,CR
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Palaemonetes pugio,Marine,acute,IMM,1.5,ug/L,TRUE,8909,2000,CR
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Crassostrea gigas,Marine,acute,DVP,2000,ug/L,FALSE,8910,2000,ML
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Crassostrea gigas,Marine,acute,GRO,34,ug/L,FALSE,8911,2000,ML
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Crassostrea gigas,Marine,acute,GRO,270,ug/L,FALSE,8912,2000,ML
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Cyprinodon variegatus,Marine,acute,MORT,270,ug/L,TRUE,8913,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Cyprinodon variegatus,Marine,acute,MORT,140,ug/L,TRUE,8914,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Cyprinodon variegatus,Marine,acute,MORT,140,ug/L,TRUE,8915,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Fundulus grandis,Marine,acute,MORT,1.8,ug/L,TRUE,8916,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Fundulus heteroclitus,Marine,acute,MORT,4.7,ug/L,TRUE,8917,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Fundulus similis,Marine,acute,MORT,3.2,ug/L,TRUE,8918,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Fundulus similis,Marine,acute,MORT,4.1,ug/L,TRUE,8919,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Fundulus similis,Marine,acute,MORT,4.1,ug/L,TRUE,8920,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leiostomus xanthurus,Marine,acute,MORT,7,ug/L,TRUE,8921,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,5.5,ug/L,TRUE,8922,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,2.6,ug/L,TRUE,8923,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1.3,ug/L,TRUE,8924,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,5.5,ug/L,TRUE,8925,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1,ug/L,TRUE,8926,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,2.7,ug/L,TRUE,8927,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1,ug/L,TRUE,8928,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1.8,ug/L,TRUE,8929,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1,ug/L,TRUE,8930,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1,ug/L,TRUE,8931,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,2.7,ug/L,TRUE,8932,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,2.7,ug/L,TRUE,8933,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1.8,ug/L,TRUE,8934,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1,ug/L,TRUE,8935,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,2.6,ug/L,TRUE,8936,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,acute,MORT,1.3,ug/L,TRUE,8937,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia beryllina,Marine,acute,MORT,4.2,ug/L,TRUE,8938,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia beryllina,Marine,acute,MORT,4.2,ug/L,TRUE,8939,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,4.5,ug/L,TRUE,8940,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,0.51,ug/L,TRUE,8941,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,2.8,ug/L,TRUE,8942,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,1,ug/L,TRUE,8943,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,2.4,ug/L,TRUE,8944,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,1.1,ug/L,TRUE,8945,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,4.1,ug/L,TRUE,8946,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,3,ug/L,TRUE,8947,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,1.7,ug/L,TRUE,8948,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,1.7,ug/L,TRUE,8949,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,4.5,ug/L,TRUE,8950,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,2.8,ug/L,TRUE,8951,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,2.4,ug/L,TRUE,8952,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,4.1,ug/L,TRUE,8953,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,0.5,ug/L,TRUE,8954,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,1,ug/L,TRUE,8955,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,1.1,ug/L,TRUE,8956,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,3,ug/L,TRUE,8957,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,acute,MORT,1.7,ug/L,TRUE,8958,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Mugil cephalus,Marine,acute,MORT,5.4,ug/L,TRUE,8959,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,acute,MORT,520,ug/L,TRUE,8960,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,acute,MORT,68,ug/L,TRUE,8961,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Opsanus beta,Marine,acute,MORT,520,ug/L,TRUE,8962,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Leuresthes tenuis,Marine,chronic,MORT,0.3,ug/L,TRUE,8963,2000,NA
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia beryllina,Marine,chronic,MORT,0.75,ug/L,TRUE,8964,2000,OS
anztox,2921882,"Chlorpyrifos;O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",Menidia menidia,Marine,chronic,MORT,0.28,ug/L,TRUE,8965,2000,OS
