accepted_name,n_raw_names_in_group,raw_name,sources,n_rows,status,rank_resolved
Leuctra,2,Leuctra sp.,wqbench,8,gbif_resolved,GENUS
Leuctra,2,Leuctra sp,envirotox,1,gbif_resolved,GENUS
Limnodynastes peronii,2,Limnodynastes peronii,wqbench,163,exact_filtered,Species
Limnodynastes peronii,2,Limnodynastes peroni,envirotox,1,fuzzy_filtered,Species
Lingulaulax polyedra,2,Gonyaulax polyedra,wqbench,37,exact_unaccepted_filtered,Species
Lingulaulax polyedra,2,Lingulodinium polyedrum,wqbench,10,fuzzy_filtered,Species
Lipophrys pholis,2,Lipophrys pholis,wqbench,5,exact_filtered,Species
Lipophrys pholis,2,Blennius pholis,anztox,2,exact_unaccepted_filtered,Species
Lithobates catesbeianus,2,Lithobates catesbeianus,wqbench,612,exact_filtered,Species
Lithobates catesbeianus,2,Rana catesbeiana,"anztox,envirotox",49,exact_unaccepted_filtered,Species
Lithobates clamitans,2,Lithobates clamitans,wqbench,23,exact_filtered,Species
Lithobates clamitans,2,Rana clamitans,envirotox,1,exact_unaccepted_filtered,Species
Lithobates pipiens,2,Lithobates pipiens,wqbench,654,exact_filtered,Species
Lithobates pipiens,2,Rana pipiens,"anztox,envirotox",28,exact_unaccepted_filtered,Species
Lytechinus pictus,2,Lytechinus pictus,wqbench,48,exact_filtered,Species
Lytechinus pictus,2,Lytechinus anamesus,wqbench,3,exact_unaccepted_filtered,Species
Macromia,2,Macromia sp.,wqbench,13,gbif_resolved,GENUS
Macromia,2,Macromia sp,envirotox,2,gbif_resolved,GENUS
Megacyclops viridis viridis,2,Megacyclops viridis,wqbench,17,exact_unaccepted_filtered,Species
Megacyclops viridis viridis,2,Acanthocyclops viridis,wqbench,2,exact_unaccepted_filtered,Species
Melanotaenia splendida inornata,2,Melanotaenia splendida ssp. inornata,wqbench,16,gbif_resolved,SUBSPECIES
Melanotaenia splendida inornata,2,Melanotaenia splendida ssp inornata,envirotox,14,gbif_resolved,SUBSPECIES
Melanotaenia splendida splendida,2,Melanotaenia splendida ssp. splendida,wqbench,20,gbif_resolved,SUBSPECIES
Melanotaenia splendida splendida,2,Melanotaenia splendida ssp splendida,envirotox,6,gbif_resolved,SUBSPECIES
Mesopotamichthys sharpeyi,2,Barbus sharpeyi,"envirotox,wqbench",15,exact_unaccepted_filtered,Species
Mesopotamichthys sharpeyi,2,Mesopotamichthys sharpeyi,wqbench,9,exact_filtered,Species
Mesostoma ehrenbergii,2,Mesostoma ehrenbergi,"anztox,envirotox",2,exact_unaccepted_filtered,Species
Mesostoma ehrenbergii,2,Mesostoma ehrenbergii,wqbench,1,exact_filtered,Species
Micropterus dolomieu,2,Micropterus dolomieu,"envirotox,wqbench",175,exact_filtered,Species
Micropterus dolomieu,2,Micropterus dolomieui,anztox,8,exact_unaccepted_filtered,Species
Micropterus treculii,2,Micropterus treculii,"envirotox,wqbench",7,exact_filtered,Species
Micropterus treculii,2,Micropterus treculi,anztox,1,exact_unaccepted_filtered,Species
Monoporeia affinis,2,Monoporeia affinis,"envirotox,wqbench",56,exact_filtered,Species
Monoporeia affinis,2,Pontoporeia affinis,wqbench,3,exact_unaccepted_filtered,Species
Monoraphidium griffithii,2,Ankistrodesmus falcatus var. acicularis,wqbench,31,exact_unaccepted_filtered,Variety
Monoraphidium griffithii,2,Monoraphidium griffithii,"envirotox,wqbench",22,exact_filtered,Species
Morone americana,2,Morone americana,"envirotox,wqbench",96,exact_filtered,Species
Morone americana,2,Roccus americanus,anztox,1,exact_unaccepted_filtered,Species
Morone saxatilis,2,Morone saxatilis,"anztox,envirotox,wqbench",1353,exact_filtered,Species
Morone saxatilis,2,Roccus saxatilis,envirotox,1,exact_unaccepted_filtered,Species
Mytilus edulis,2,Mytilus edulis,"anztox,envirotox,wqbench",931,exact_filtered,Species
Mytilus edulis,2,Mytilus edulis ssp. planulatus,wqbench,4,gbif_resolved,SPECIES
Neanthes arenaceodentata,2,Neanthes arenaceodentata,"anztox,wqbench",289,exact_filtered,Species
Neanthes arenaceodentata,2,Nereis arenaceodentata,envirotox,32,exact_unaccepted_filtered,Species
Nematalosa erebi,2,Nematalosa erebi,wqbench,1,exact_filtered,Species
Nematalosa erebi,2,Nematolosa erebi,anztox,1,exact_unaccepted_filtered,Species
Neocaridina denticulata,2,Neocaridina denticulata,"envirotox,wqbench",104,exact_filtered,Species
Neocaridina denticulata,2,Caridina denticulata,"envirotox,wqbench",2,exact_unaccepted_filtered,Species
Notonecta,2,Notonecta sp.,wqbench,29,gbif_resolved,GENUS
Notonecta,2,Notonecta sp,"anztox,envirotox",7,gbif_resolved,GENUS
Notropis blennius,2,Notropis blennius,"envirotox,wqbench",4,exact_filtered,Species
Notropis blennius,2,Notropis blennis,anztox,1,gbif_resolved,SPECIES
Nucella lapillus,2,Nucella lapillus,wqbench,84,exact_filtered,Species
Nucella lapillus,2,Purpura lapillus,anztox,2,exact_unaccepted_filtered,Species
Oncorhynchus clarkii henshawi,2,Oncorhynchus clarkii ssp. henshawi,wqbench,118,gbif_resolved,SUBSPECIES
Oncorhynchus clarkii henshawi,2,Oncorhynchus clarkii ssp henshawi,envirotox,39,gbif_resolved,SUBSPECIES
Oncorhynchus gilae apache,2,Oncorhynchus gilae ssp. apache,wqbench,116,gbif_resolved,SUBSPECIES
Oncorhynchus gilae apache,2,Oncorhynchus gilae ssp apache,envirotox,37,gbif_resolved,SUBSPECIES
Oncorhynchus mykiss,2,Oncorhynchus mykiss,"anztox,envirotox,wqbench",20188,exact_filtered,Species
Oncorhynchus mykiss,2,Salmo gairdneri,anztox,6,exact_unaccepted_filtered,Species
Ophiogomphus,2,Ophiogomphus sp.,wqbench,30,gbif_resolved,GENUS
Ophiogomphus,2,Ophiogomphus sp,"anztox,envirotox",15,gbif_resolved,GENUS
Oreochromis aureus,2,Tilapia aurea,"envirotox,wqbench",80,exact_unaccepted_filtered,Species
Oreochromis aureus,2,Oreochromis aureus,anztox,2,exact_filtered,Species
Oreochromis niloticus,2,Oreochromis niloticus,"envirotox,wqbench",2912,exact_filtered,Species
Oreochromis niloticus,2,Tilapia nilotica,"anztox,envirotox",61,exact_unaccepted_filtered,Species
Orthetrum albistylum speciosum,2,Orthetrum albistylum ssp. speciosum,wqbench,97,gbif_resolved,SUBSPECIES
Orthetrum albistylum speciosum,2,Orthetrum albistylum speciosum,anztox,4,gbif_resolved,SUBSPECIES
Oryzias latipes,2,Oryzias latipes,"anztox,envirotox,wqbench",6522,exact_filtered,Species
Oryzias latipes,2,Aplocheilus latipes,anztox,49,exact_unaccepted_filtered,Species
Oryzias melastigma,2,Oryzias melastigma,"anztox,envirotox,wqbench",1409,exact_filtered,Species
Oryzias melastigma,2,Oryzias melanostigma,envirotox,1,exact_unaccepted_filtered,Species
Oziotelphusa senex,2,Oziotelphusa senex ssp. senex,wqbench,137,gbif_resolved,SPECIES
Oziotelphusa senex,2,Oziotelphusa senex senex,anztox,40,gbif_resolved,SPECIES
Pagrus major,2,Pagrus major,"envirotox,wqbench",303,exact_filtered,Species
Pagrus major,2,Chrysophrys major,"envirotox,wqbench",24,exact_unaccepted_filtered,Species
Palaemon pugio,2,Palaemon pugio,wqbench,1137,exact_filtered,Species
Palaemon pugio,2,Palaemonetes pugio,"anztox,envirotox",253,exact_unaccepted_filtered,Species
Pangasianodon hypophthalmus,2,Pangasianodon hypophthalmus,wqbench,263,exact_filtered,Species
Pangasianodon hypophthalmus,2,Pangasius hypophthalmus,"envirotox,wqbench",143,exact_unaccepted_filtered,Species
Parachlorella kessleri,2,Parachlorella kessleri,"envirotox,wqbench",191,exact_filtered,Species
Parachlorella kessleri,2,Chlorella kessleri,anztox,7,exact_unaccepted_filtered,Species
Paragnetina,2,Paragnetina sp.,wqbench,3,gbif_resolved,GENUS
Paragnetina,2,Paragnetina sp,envirotox,1,gbif_resolved,GENUS
Paraleptophlebia,2,Paraleptophlebia sp.,wqbench,38,gbif_resolved,GENUS
Paraleptophlebia,2,Paraleptophlebia sp,envirotox,1,gbif_resolved,GENUS
Paratanytarsus,2,Paratanytarsus sp.,wqbench,22,gbif_resolved,GENUS
Paratanytarsus,2,Paratanytarsus sp,envirotox,2,gbif_resolved,GENUS
Paratya compressa improvisa,2,Paratya compressa ssp. improvisa,wqbench,22,gbif_resolved,SUBSPECIES
Paratya compressa improvisa,2,Paratya compressa ssp improvisa,envirotox,3,gbif_resolved,SUBSPECIES
Parophrys vetulus,2,Parophrys vetulus,"anztox,envirotox,wqbench",15,exact_filtered,Species
Parophrys vetulus,2,Pleuronectes vetulus,envirotox,2,exact_unaccepted_filtered,Species
Parreysia corrugata,2,Parreysia corrugata,wqbench,51,exact_filtered,Species
Parreysia corrugata,2,Parreysia favidens,"envirotox,wqbench",37,exact_unaccepted_filtered,Species
Pedicia,2,Pedicia sp,envirotox,1,gbif_resolved,GENUS
Pedicia,2,Pedicia sp.,wqbench,1,gbif_resolved,GENUS
Pelophylax ridibundus,2,Pelophylax ridibundus,wqbench,441,exact_filtered,Species
Pelophylax ridibundus,2,Rana ridibunda,envirotox,1,exact_unaccepted_filtered,Species
Peltodytes,2,Peltodytes sp.,wqbench,39,gbif_resolved,GENUS
Peltodytes,2,Peltodytes sp,envirotox,11,gbif_resolved,GENUS
Penaeus (Farfantepenaeus) aztecus,2,Penaeus aztecus,"anztox,envirotox,wqbench",310,exact_unaccepted_filtered,Species
Penaeus (Farfantepenaeus) aztecus,2,Farfantepenaeus aztecus,wqbench,41,exact_unaccepted_filtered,Species
Penaeus (Farfantepenaeus) duorarum,2,Farfantepenaeus duorarum,wqbench,317,exact_unaccepted_filtered,Species
Penaeus (Farfantepenaeus) duorarum,2,Penaeus duorarum,"anztox,envirotox",179,exact_unaccepted_filtered,Species
Penaeus (Farfantepenaeus) paulensis,2,Penaeus paulensis,"envirotox,wqbench",53,exact_unaccepted_filtered,Species
Penaeus (Farfantepenaeus) paulensis,2,Farfantepenaeus paulensis,wqbench,15,exact_unaccepted_filtered,Species
Penaeus (Fenneropenaeus) penicillatus,2,Fenneropenaeus penicillatus,wqbench,144,exact_unaccepted_filtered,Species
Penaeus (Fenneropenaeus) penicillatus,2,Penaeus penicillatus,"anztox,envirotox",18,exact_unaccepted_filtered,Species
Penaeus (Litopenaeus) setiferus,2,Penaeus setiferus,"envirotox,wqbench",52,exact_unaccepted_filtered,Species
Penaeus (Litopenaeus) setiferus,2,Litopenaeus setiferus,envirotox,3,exact_unaccepted_filtered,Species
Penaeus (Litopenaeus) stylirostris,2,Penaeus stylirostris,"envirotox,wqbench",116,exact_unaccepted_filtered,Species
Penaeus (Litopenaeus) stylirostris,2,Litopenaeus stylirostris,wqbench,8,exact_unaccepted_filtered,Species
Penaeus (Litopenaeus) vannamei,2,Litopenaeus vannamei,wqbench,664,exact_unaccepted_filtered,Species
Penaeus (Litopenaeus) vannamei,2,Penaeus vannamei,"anztox,envirotox",12,exact_unaccepted_filtered,Species
Penaeus (Marsupenaeus) japonicus,2,Penaeus japonicus,"envirotox,wqbench",185,exact_unaccepted_filtered,Species
Penaeus (Marsupenaeus) japonicus,2,Marsupenaeus japonicus,"envirotox,wqbench",2,exact_unaccepted_filtered,Species
Pentaneura,2,Pentaneura sp,"anztox,envirotox",3,gbif_resolved,GENUS
Pentaneura,2,Pentaneura sp.,wqbench,2,gbif_resolved,GENUS
Peregriana peregra,2,Lymnaea peregra,"envirotox,wqbench",13,exact_unaccepted_filtered,Species
Peregriana peregra,2,Radix peregra,wqbench,10,exact_unaccepted_filtered,Species
Perna perna,2,Perna perna,wqbench,278,exact_filtered,Species
Perna perna,2,Perna indica,"envirotox,wqbench",59,exact_unaccepted_filtered,Species
Perna viridis,2,Perna viridis,"anztox,envirotox,wqbench",472,exact_filtered,Species
Perna viridis,2,Mytilus viridis,wqbench,32,exact_unaccepted_filtered,Species
Physella pomilia,2,Physella pomilia,wqbench,27,exact_filtered,Species
Physella pomilia,2,Physa pomilia,envirotox,1,exact_unaccepted_filtered,Species
Planiliza carinata,2,Liza carinata,wqbench,3,exact_unaccepted_filtered,Species
Planiliza carinata,2,Mugil carinatus,"envirotox,wqbench",2,exact_unaccepted_filtered,Species
Planorbarius corneus,2,Coretus corneus,wqbench,63,exact_unaccepted_filtered,Species
Planorbarius corneus,2,Planorbis corneus,wqbench,18,exact_unaccepted_filtered,Species
Planorbella campanulata,2,Planorbella campanulata,wqbench,21,exact_filtered,Species
Planorbella campanulata,2,Helisoma campanulatum,"anztox,envirotox",3,exact_unaccepted_filtered,Species
Planorbella duryi,2,Helisoma duryi,wqbench,39,exact_unaccepted_filtered,Species
Planorbella duryi,2,Planorbella duryi,wqbench,1,exact_filtered,Species
Planorbella trivolvis,2,Planorbella trivolvis,"envirotox,wqbench",98,exact_filtered,Species
Planorbella trivolvis,2,Helisoma trivolvis,"anztox,envirotox",21,exact_unaccepted_filtered,Species
Plationus patulus,2,Plationus patulus,wqbench,78,exact_filtered,Species
Plationus patulus,2,Brachionus patulus,"envirotox,wqbench",11,exact_unaccepted_filtered,Species
Poecilia reticulata,2,Poecilia reticulata,"anztox,envirotox,wqbench",3107,exact_filtered,Species
Poecilia reticulata,2,Lebistes reticulatus,anztox,69,exact_unaccepted_filtered,Species
Pomatoschistus microps,2,Pomatoschistus microps,"envirotox,wqbench",69,exact_filtered,Species
Pomatoschistus microps,2,Gobius microps,envirotox,3,exact_unaccepted_filtered,Species
Pomatoschistus minutus,2,Pomatoschistus minutus,"envirotox,wqbench",166,exact_filtered,Species
Pomatoschistus minutus,2,Gobius minutus,anztox,4,exact_unaccepted_filtered,Species
Potamopyrgus antipodarum,2,Potamopyrgus antipodarum,"envirotox,wqbench",261,exact_filtered,Species
Potamopyrgus antipodarum,2,Potamopyrgus jenkinsi,"envirotox,wqbench",40,exact_unaccepted_filtered,Species
Proasellus meridianus meridianus,2,Asellus meridianus,"envirotox,wqbench",14,exact_unaccepted_filtered,Species
Proasellus meridianus meridianus,2,Proasellus meridianus,"envirotox,wqbench",4,exact_unaccepted_filtered,Species
Procambarus acutus acutus,2,Procambarus acutus ssp. acutus,wqbench,38,gbif_resolved,SUBSPECIES
Procambarus acutus acutus,2,Procambarus acutus acutus,anztox,2,gbif_resolved,SUBSPECIES
Procambarus clarkii,2,Procambarus clarkii,"envirotox,wqbench",1078,exact_filtered,Species
Procambarus clarkii,2,Procambarus clarki,anztox,20,fuzzy_filtered,Species
Procambarus virginalis,2,Procambarus virginalis,wqbench,17,exact_filtered,Species
Procambarus virginalis,2,Procambarus fallax f. virginalis,wqbench,5,exact_unaccepted_filtered,Forma
Prochilodus lineatus,2,Prochilodus lineatus,"envirotox,wqbench",627,exact_filtered,Species
Prochilodus lineatus,2,Prochilodus scrofa,"envirotox,wqbench",150,exact_unaccepted_filtered,Species
Pseudacris crucifer,2,Pseudacris crucifer,wqbench,27,exact_filtered,Species
Pseudacris crucifer,2,Hyla crucifer,envirotox,1,exact_unaccepted_filtered,Species
Pseudacris triseriata triseriata,2,Pseudacris triseriata ssp. triseriata,wqbench,41,gbif_resolved,SUBSPECIES
Pseudacris triseriata triseriata,2,Pseudacris triseriata triseria,anztox,4,gbif_resolved,SUBSPECIES
Pseudopleuronectes yokohamae,2,Pseudopleuronectes yokohamae,"envirotox,wqbench",5,exact_filtered,Species
Pseudopleuronectes yokohamae,2,Limanda yokohamae,anztox,1,exact_unaccepted_filtered,Species
Pseudosphromenus cupanus,2,Pseudosphromenus cupanus,wqbench,26,exact_filtered,Species
Pseudosphromenus cupanus,2,Macropodus cupanus,"anztox,envirotox",18,exact_unaccepted_filtered,Species
Pteronarcys,2,Pteronarcys sp,envirotox,5,gbif_resolved,GENUS
Pteronarcys,2,Pteronarcys sp.,wqbench,2,gbif_resolved,GENUS
Puntigrus tetrazona,2,Puntigrus tetrazona,wqbench,11,exact_filtered,Species
Puntigrus tetrazona,2,Puntius tetrazona,"envirotox,wqbench",4,exact_unaccepted_filtered,Species
Puntius sophore,2,Puntius sophore,"envirotox,wqbench",119,exact_filtered,Species
Puntius sophore,2,Barbus sophore,"anztox,envirotox",17,exact_unaccepted_filtered,Species
Puntius stigma,2,Puntius stigma,wqbench,28,exact_filtered,Species
Puntius stigma,2,Barbus stigma,"anztox,envirotox,wqbench",8,exact_unaccepted_filtered,Species
Pycnopsyche,2,Pycnopsyche sp.,wqbench,22,gbif_resolved,GENUS
Pycnopsyche,2,Pycnopsyche sp,"anztox,envirotox",12,gbif_resolved,GENUS
Pyropia yezoensis,2,Pyropia yezoensis,wqbench,54,exact_filtered,Species
Pyropia yezoensis,2,Porphyra yezoensis,envirotox,6,exact_unaccepted_filtered,Species
Racesina luteola,2,Radix luteola,wqbench,167,exact_unaccepted_filtered,Species
Racesina luteola,2,Lymnaea luteola,"anztox,envirotox",25,exact_unaccepted_filtered,Species
Radix natalensis,2,Radix natalensis,"envirotox,wqbench",74,exact_filtered,Species
Radix natalensis,2,Lymnaea natalensis,anztox,1,exact_unaccepted_filtered,Species
Rhamdia quelen,2,Rhamdia quelen,"anztox,envirotox,wqbench",509,exact_filtered,Species
Rhamdia quelen,2,Rhamdia sapo,"envirotox,wqbench",8,exact_unaccepted_filtered,Species
Rhinella arenarum,2,Rhinella arenarum,wqbench,537,exact_filtered,Species
Rhinella arenarum,2,Bufo arenarum,envirotox,4,exact_unaccepted_filtered,Species
Rhodeus sericeus amarus,2,Rhodeus sericeus ssp. amarus,wqbench,4,gbif_resolved,SUBSPECIES
Rhodeus sericeus amarus,2,Rhodeus sericeus ssp amarus,envirotox,2,gbif_resolved,SUBSPECIES
Ruditapes decussatus,2,Ruditapes decussatus,"envirotox,wqbench",154,exact_filtered,Species
Ruditapes decussatus,2,Tapes decussata,wqbench,24,exact_unaccepted_filtered,Species
Rutilus caspicus,2,Rutilus caspicus,"envirotox,wqbench",44,exact_filtered,Species
Rutilus caspicus,2,Rutilus rutilus caspicus,anztox,1,exact_unaccepted_filtered,Subspecies
Rutilus rutilus,2,Rutilus rutilus,"anztox,envirotox,wqbench",246,exact_filtered,Species
Rutilus rutilus,2,Leuciscus rutilus,anztox,1,exact_unaccepted_filtered,Species
Saccostrea cuccullata,2,Saccostrea cuccullata,"envirotox,wqbench",14,exact_filtered,Species
Saccostrea cuccullata,2,Crassostrea cucullata,wqbench,12,exact_unaccepted_filtered,Species
Saccostrea glomerata,2,Saccostrea glomerata,wqbench,77,exact_filtered,Species
Saccostrea glomerata,2,Crassostrea commercialis,wqbench,8,exact_unaccepted_filtered,Species
Saduria entomon,2,Saduria entomon,"envirotox,wqbench",6,exact_filtered,Species
Saduria entomon,2,Mesidotea entomon,anztox,2,exact_unaccepted_filtered,Species
Salmo trutta,2,Salmo trutta,"anztox,envirotox,wqbench",1369,exact_filtered,Species
Salmo trutta,2,Salmo trutta lacustris,anztox,2,exact_unaccepted_filtered,Subspecies
Salmo trutta lacustris,2,Salmo trutta ssp lacustris,envirotox,3,gbif_resolved,SUBSPECIES
Salmo trutta lacustris,2,Salmo trutta ssp. lacustris,wqbench,3,gbif_resolved,SUBSPECIES
Salvelinus namaycush,2,Salvelinus namaycush,"anztox,envirotox,wqbench",754,exact_filtered,Species
Salvelinus namaycush,2,Oncorhynchus namaycush,envirotox,5,exact_unaccepted_filtered,Species
Sander lucioperca,2,Sander lucioperca,"envirotox,wqbench",90,exact_filtered,Species
Sander lucioperca,2,Stizostedion lucioperca,envirotox,1,exact_unaccepted_filtered,Species
Sarotherodon galilaeus,2,Sarotherodon galilaeus,"envirotox,wqbench",4,exact_filtered,Species
Sarotherodon galilaeus,2,Tilapia galilaea,"envirotox,wqbench",4,exact_unaccepted_filtered,Species
Scinax nasicus,2,Scinax nasicus,wqbench,10,gbif_resolved,SPECIES
Scinax nasicus,2,Scinax nasica,wqbench,4,gbif_resolved,SPECIES
Sebastes schlegelii,2,Sebastes schlegelii,wqbench,41,exact_filtered,Species
Sebastes schlegelii,2,Sebastes schlegeli,envirotox,1,exact_unaccepted_filtered,Species
Selenastrum bibraianum,2,Ankistrodesmus bibraianus,wqbench,2,exact_unaccepted_filtered,Species
Selenastrum bibraianum,2,Selenastrum bibraianum,wqbench,1,exact_filtered,Species
Sellaphora nigri,2,Eolimna minima,"anztox,envirotox,wqbench",16,exact_unaccepted_filtered,Species
Sellaphora nigri,2,Sellaphora minima,wqbench,16,exact_unaccepted_filtered,Species
Semibalanus balanoides,2,Balanus balanoides,wqbench,40,exact_unaccepted_filtered,Species
Semibalanus balanoides,2,Semibalanus balanoides,"anztox,wqbench",3,exact_filtered,Species
Skwala,2,Skwala sp,"anztox,envirotox",10,gbif_resolved,GENUS
Skwala,2,Skwala sp.,wqbench,5,gbif_resolved,GENUS
Sparus aurata,2,Sparus aurata,"anztox,envirotox,wqbench",316,exact_filtered,Species
Sparus aurata,2,Sparus auratus,anztox,6,exact_unaccepted_filtered,Species
Sphaerium novaezelandiae,2,Sphaerium novaezelandiae,"envirotox,wqbench",16,exact_filtered,Species
Sphaerium novaezelandiae,2,"Sphaerium novaezelandiae  
 Sphaerium novaezelandiae  Fingernail clam",anztox,1,gbif_resolved,SPECIES
Sphaerium transversum,2,Musculium transversum,wqbench,60,exact_unaccepted_filtered,Species
Sphaerium transversum,2,Sphaerium transversum,anztox,2,exact_filtered,Species
Sphaerodema,2,Sphaerodema annulatum,wqbench,2,gbif_resolved,GENUS
Sphaerodema,2,Sphaerodema sp.,wqbench,1,gbif_resolved,GENUS
Spicodiaptomus chelospinus,2,Spicodiaptomus chelospinus,wqbench,18,exact_filtered,Species
Spicodiaptomus chelospinus,2,Spicodiaptomus chilospinus,anztox,1,gbif_resolved,SPECIES
Spirodela polyrhiza,2,Spirodela polyrrhiza,wqbench,63,gbif_resolved,SPECIES
Spirodela polyrhiza,2,Spirodela polyrrhiza (Lemna polyrhiza),anztox,2,gbif_resolved,SPECIES
Systomus sarana,2,Barbus sarana,"anztox,envirotox",2,exact_unaccepted_filtered,Species
Systomus sarana,2,Puntius sarana,wqbench,1,exact_unaccepted_filtered,Species
Tachysurus fulvidraco,2,Pelteobagrus fulvidraco,"envirotox,wqbench",297,exact_unaccepted_filtered,Species
Tachysurus fulvidraco,2,Tachysurus fulvidraco,wqbench,17,exact_filtered,Species
Tegillarca granosa,2,Anadara granosa,"anztox,envirotox,wqbench",90,exact_unaccepted_filtered,Species
Tegillarca granosa,2,Tegillarca granosa,wqbench,11,exact_filtered,Species
Terapon jarbua,2,Terapon jarbua,"envirotox,wqbench",178,exact_filtered,Species
Terapon jarbua,2,Therapon jarbua,"anztox,envirotox",27,exact_unaccepted_filtered,Species
Tetradesmus lagerheimii,2,Acutodesmus acuminatus,wqbench,246,exact_unaccepted_filtered,Species
Tetradesmus lagerheimii,2,Scenedesmus acuminatus,"anztox,envirotox,wqbench",84,exact_unaccepted_filtered,Species
Tricorythodes,2,Tricorythodes sp.,wqbench,4,gbif_resolved,GENUS
Tricorythodes,2,Tricorythodes sp,envirotox,1,gbif_resolved,GENUS
Tricorythus,2,Tricorythus sp,envirotox,1,gbif_resolved,GENUS
Tricorythus,2,Tricorythus sp.,wqbench,1,gbif_resolved,GENUS
Triogma,2,Triogma sp,envirotox,2,gbif_resolved,GENUS
Triogma,2,Triogma sp.,wqbench,1,gbif_resolved,GENUS
Tubifex tubifex,2,Tubifex tubifex,"anztox,envirotox,wqbench",1185,exact_filtered,Species
Tubifex tubifex,2,Tubifex rivulorum,wqbench,1,exact_unaccepted_filtered,Species
Ulva australis,2,Ulva pertusa,"envirotox,wqbench",133,exact_unaccepted_filtered,Species
Ulva australis,2,Ulva australis,wqbench,114,exact_filtered,Species
Utterbackia imbecillis,2,Utterbackia imbecillis,"envirotox,wqbench",162,exact_filtered,Species
Utterbackia imbecillis,2,Anodonta imbecillis,"envirotox,wqbench",51,exact_unaccepted_filtered,Species
