casnumber_grouped,accepted_name,medium,min_tier_rank,max_tier_rank,n_distinct_tiers
576261,Daphnia magna,Unknown,1,3,2
591275,Daphnia magna,Unknown,1,3,2
606202,Daphnia magna,Unknown,1,3,2
606202,Desmodesmus subspicatus,Freshwater,1,3,3
606202,Ulva fasciata,Unknown,1,3,2
608731,Heteropneustes fossilis,Freshwater,1,3,3
608731,Macrophthalmus (Paramareotis) erato,Marine,1,3,2
608935,Ceriodaphnia dubia,Freshwater,2,3,2
608935,Daphnia magna,Freshwater,1,3,3
608935,Skeletonema costatum,Marine,1,3,3
611063,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
615361,Daphnia magna,Unknown,1,3,2
618622,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
618871,Daphnia magna,Unknown,1,3,2
618871,Oncorhynchus mykiss,Freshwater,1,3,3
618871,Oncorhynchus mykiss,Unknown,1,3,2
624920,Daphnia magna,Unknown,1,3,2
624920,Raphidocelis subcapitata,Unknown,1,3,2
626437,Danio rerio,Freshwater,1,3,3
626437,Daphnia magna,Freshwater,1,3,3
634902,Raphidocelis subcapitata,Unknown,1,3,2
636306,Auxenochlorella pyrenoidosa,Unknown,1,3,2
640153,Daphnia magna,Freshwater,1,3,2
640153,Daphnia magna,Unknown,1,3,2
688733,Tigriopus japonicus,Marine,1,3,2
709988,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
709988,Metacarcinus magister,Marine,1,3,2
709988,Oryzias latipes,Freshwater,1,3,3
723466,Daphnia magna,Freshwater,1,3,3
732116,Daphnia magna,Unknown,1,3,2
738705,Microcystis aeruginosa,Freshwater,1,3,3
738705,Raphidocelis subcapitata,Freshwater,1,3,3
759944,Daphnia magna,Freshwater,1,3,3
759944,Raphidocelis subcapitata,Unknown,1,3,2
786196,Americamysis bahia,Marine,1,3,3
793248,Danio rerio,Unknown,1,3,3
793248,Lampsilis siliquoidea,Freshwater,1,3,3
793248,Micropterus salmoides,Freshwater,1,3,3
793248,Pocillopora damicornis,Marine,1,3,3
834128,Achnanthes brevipes,Marine,2,3,2
834128,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
834128,Conticribra weissflogii,Marine,2,3,2
834128,Daphnia magna,Unknown,1,3,2
834128,Diacronema lutheri,Marine,2,3,2
834128,Dunaliella tertiolecta,Marine,2,3,2
834128,Halamphora exigua,Marine,2,3,2
834128,Isochrysis galbana,Marine,1,3,3
834128,Navicula incerta,Marine,2,3,2
834128,Phaeodactylum tricornutum,Marine,2,3,2
834128,Porphyridium purpureum,Marine,2,3,2
834128,Raphidocelis subcapitata,Unknown,1,3,2
834128,Stauroneis amphoroides,Marine,2,3,2
834128,Thalassiosira pseudonana,Marine,2,3,2
935955,Raphidocelis subcapitata,Unknown,1,3,2
944229,Chironomus riparius,Freshwater,1,3,3
944229,Chironomus riparius,Unknown,1,3,2
999815,Daphnia magna,Unknown,1,3,3
1007289,Scenedesmus quadricauda,Freshwater,2,3,2
1014706,Daphnia magna,Unknown,1,3,2
1014706,Raphidocelis subcapitata,Unknown,1,3,2
1014706,Xenopus tropicalis,Freshwater,1,3,3
1031078,Daphnia magna,Freshwater,1,3,3
1031078,Daphnia magna,Unknown,1,3,2
1066451,Monoraphidium griffithii,Freshwater,2,3,2
1071836,Brachionus calyciflorus,Unknown,1,3,2
1071836,Daphnia magna,Freshwater,1,3,3
1071836,Daphnia magna,Unknown,1,3,2
1071836,Jenynsia multidentata,Unknown,1,3,2
1071836,Lemna minor,Freshwater,1,3,3
1071836,Oncorhynchus mykiss,Freshwater,1,3,3
1071836,Oncorhynchus mykiss,Unknown,1,3,3
1071836,Pontastacus leptodactylus,Freshwater,2,3,2
1071836,Raphidocelis subcapitata,Unknown,1,3,3
1076466,Dunaliella tertiolecta,Marine,2,3,2
1076466,Isochrysis galbana,Marine,2,3,2
1076466,Phaeodactylum tricornutum,Marine,2,3,2
1113026,Daphnia magna,Freshwater,2,3,2
1194656,Dunaliella tertiolecta,Marine,2,3,2
1194656,Isochrysis galbana,Marine,2,3,2
1194656,Phaeodactylum tricornutum,Marine,2,3,2
1204213,Pimephales promelas,Freshwater,1,3,3
1222055,Chironomus riparius,Freshwater,1,3,2
1222055,Daphnia magna,Freshwater,1,3,3
1222055,Daphnia magna,Unknown,1,3,3
1330207,Brachionus calyciflorus,Unknown,1,3,2
1330785,Daphnia magna,Unknown,1,3,2
1420048,Tubifex tubifex,Freshwater,2,3,2
1478611,Danio rerio,Freshwater,1,3,3
1563662,Ceriodaphnia dubia,Freshwater,1,3,3
1563662,Ceriodaphnia dubia,Unknown,1,3,2
1563662,Clarias batrachus,Freshwater,1,3,3
1563662,Clarias batrachus,Unknown,1,3,2
1563662,Cyprinus carpio,Freshwater,2,3,2
1563662,Daphnia magna,Freshwater,1,3,3
1563662,Daphnia magna,Unknown,1,3,2
1563662,Labeo rohita,Freshwater,2,3,2
1563662,Metacarcinus magister,Marine,1,3,2
1563662,Mystus vittatus,Freshwater,1,3,3
1563662,Oreochromis mossambicus,Freshwater,1,3,3
1563662,Oreochromis mossambicus,Unknown,1,3,2
1582098,Chironomus riparius,Freshwater,1,3,3
1582098,Daphnia magna,Freshwater,1,3,3
1582098,Daphnia magna,Unknown,1,3,2
1582098,Dunaliella tertiolecta,Marine,2,3,2
1582098,Isochrysis galbana,Marine,2,3,2
1582098,Lemna minor,Freshwater,1,3,3
1582098,Metacarcinus magister,Marine,1,3,2
1582098,Myriophyllum aquaticum,Freshwater,2,3,2
1582098,Oncorhynchus mykiss,Unknown,1,3,3
1582098,Phaeodactylum tricornutum,Marine,2,3,2
1610180,Daphnia magna,Unknown,1,3,2
1610180,Dunaliella tertiolecta,Marine,2,3,2
1610180,Isochrysis galbana,Marine,2,3,2
1610180,Phaeodactylum tricornutum,Marine,2,3,2
1643205,Daphnia magna,Unknown,1,3,2
1689823,Pimephales promelas,Freshwater,1,3,3
1689845,Daphnia magna,Unknown,1,3,2
1689992,Daphnia magna,Unknown,1,3,2
1698608,Raphidocelis subcapitata,Unknown,1,3,2
1702176,Oncorhynchus mykiss,Freshwater,1,3,3
1702176,Oncorhynchus mykiss,Unknown,1,3,2
1746016,Oncorhynchus mykiss,Unknown,1,3,2
1746016,Oryzias latipes,Freshwater,2,3,2
1746812,Cyprinus carpio,Freshwater,1,3,2
1746812,Lymnaea stagnalis,Freshwater,1,3,2
1763231,Cyprinus carpio,Freshwater,1,3,2
1763231,Danio rerio,Freshwater,1,3,3
1763231,Danio rerio,Unknown,1,3,2
1763231,Daphnia magna,Freshwater,1,3,3
1763231,Lampsilis siliquoidea,Freshwater,1,3,3
1836755,Ceriodaphnia dubia,Freshwater,2,3,2
1836777,Raphidocelis subcapitata,Unknown,1,3,3
1897456,Ceriodaphnia dubia,Unknown,1,3,2
1897456,Daphnia magna,Unknown,1,3,2
1897456,Oncorhynchus mykiss,Freshwater,1,3,3
1897456,Oncorhynchus mykiss,Unknown,1,3,2
1912249,Aedes aegypti,Freshwater,1,3,3
1912249,Americamysis bahia,Unknown,2,3,2
1912249,Anabaena inaequalis,Freshwater,2,3,2
1912249,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
1912249,Brachionus calyciflorus,Unknown,1,3,2
1912249,Carassius auratus,Freshwater,1,3,3
1912249,Carassius auratus,Unknown,1,3,2
1912249,Ceriodaphnia dubia,Freshwater,2,3,2
1912249,Chironomus tentans,Freshwater,1,3,3
1912249,Chlorella vulgaris,Freshwater,1,3,3
1912249,Chlorella vulgaris,Unknown,1,3,2
1912249,Coelastrella vacuolata,Freshwater,1,3,3
1912249,Conticribra weissflogii,Marine,1,3,3
1912249,Cyclotella meneghiniana,Freshwater,1,3,3
1912249,Cyprinus carpio,Freshwater,1,3,3
1912249,Daphnia magna,Freshwater,1,3,3
1912249,Daphnia magna,Unknown,1,3,2
1912249,Daphnia pulex,Unknown,1,3,2
1912249,Desmodesmus subspicatus,Freshwater,1,3,3
1912249,Dolichospermum flos-aquae,Unknown,1,3,2
1912249,Lemna gibba,Freshwater,1,3,3
1912249,Lemna minor,Freshwater,1,3,3
1912249,Lithobates catesbeianus,Freshwater,1,3,3
1912249,Myriophyllum aquaticum,Freshwater,1,3,3
1912249,Myriophyllum spicatum,Freshwater,1,3,3
1912249,Mytilus galloprovincialis,Marine,2,3,2
1912249,Neomysis integer,Marine,1,3,2
1912249,Nitzschia palea,Freshwater,1,3,3
1912249,Physalaemus cuvieri,Freshwater,1,3,3
1912249,Physella acuta,Freshwater,1,3,3
1912249,Porphyridium purpureum,Marine,1,3,3
1912249,Raphidocelis subcapitata,Unknown,1,3,2
1912249,Ruppia maritima,Marine,2,3,2
1912249,Rutilus kutum,Freshwater,1,3,3
1912249,Salmo trutta,Freshwater,1,3,2
1912249,Scenedesmus acutus acutus,Freshwater,1,3,3
1912249,Scenedesmus quadricauda,Freshwater,1,3,3
1912249,Selenastrum capricornutum,Freshwater,1,3,3
1912249,Stigeoclonium tenue,Freshwater,1,3,3
1912249,Stuckenia pectinata,Freshwater,1,3,3
1912249,Tetradesmus obliquus,Unknown,1,3,2
1912249,Tetrahymena pyriformis,Freshwater,2,3,2
1912249,Trichormus variabilis,Freshwater,2,3,2
1918009,Cnesterodon decemmaculatus,Freshwater,1,3,3
1918009,Myriophyllum aquaticum,Freshwater,2,3,2
1918021,Oncorhynchus mykiss,Freshwater,2,3,2
1918021,Raphidocelis subcapitata,Freshwater,1,3,3
1918021,Raphidocelis subcapitata,Unknown,1,3,2
1918167,Daphnia magna,Freshwater,1,3,2
1918167,Daphnia magna,Unknown,1,3,2
1981584,Crassostrea virginica,Marine,2,3,2
1981584,Mercenaria mercenaria,Marine,2,3,2
1982429,Crassostrea virginica,Marine,2,3,2
1982496,Raphidocelis subcapitata,Unknown,1,3,2
2008391,Cnesterodon decemmaculatus,Freshwater,2,3,2
2008391,Crassostrea virginica,Marine,2,3,2
2008391,Daphnia magna,Freshwater,2,3,2
2008391,Lithobates catesbeianus,Freshwater,1,3,3
2008391,Oncorhynchus mykiss,Freshwater,1,3,3
2008391,Pimephales promelas,Freshwater,1,3,3
2008391,Raphidocelis subcapitata,Freshwater,1,3,3
2008391,Raphidocelis subcapitata,Unknown,1,3,2
2032599,Pimephales promelas,Unknown,1,3,2
2051607,Pimephales promelas,Freshwater,2,3,2
2163806,Raphidocelis subcapitata,Unknown,1,3,2
2164070,Dunaliella tertiolecta,Marine,2,3,2
2164070,Isochrysis galbana,Marine,2,3,2
2164070,Micropterus salmoides,Freshwater,1,3,3
2164070,Phaeodactylum tricornutum,Marine,2,3,2
2164172,Auxenochlorella pyrenoidosa,Unknown,2,3,2
2164172,Pimephales promelas,Unknown,1,3,3
2176627,Pimephales promelas,Freshwater,1,3,3
2212671,Daphnia magna,Freshwater,1,3,3
2212671,Moina australiensis,Freshwater,1,3,3
2212671,Moina australiensis,Unknown,1,3,2
2212671,Nannochloropsis oculata,Unknown,1,3,2
2279767,Monoraphidium griffithii,Freshwater,2,3,2
2385855,Pimephales promelas,Freshwater,1,3,2
2437798,Pimephales promelas,Freshwater,2,3,2
2439103,Americamysis bahia,Unknown,1,3,3
2439103,Daphnia magna,Freshwater,1,3,3
2463845,Mercenaria mercenaria,Marine,2,3,2
2545600,Oncorhynchus mykiss,Freshwater,1,3,3
2545600,Salvelinus confluentus,Freshwater,1,3,3
2545600,Salvelinus confluentus,Unknown,1,3,2
2593159,Oncorhynchus mykiss,Unknown,1,3,3
2626837,Pimephales promelas,Freshwater,1,3,3
2764729,Anabaena inaequalis,Freshwater,2,3,2
2764729,Aphanizomenon flos-aquae,Freshwater,2,3,2
2764729,Cyclotella meneghiniana,Freshwater,2,3,2
2764729,Microcystis aeruginosa,Freshwater,2,3,2
2764729,Raphidocelis subcapitata,Freshwater,1,3,3
2764729,Raphidocelis subcapitata,Unknown,1,3,3
2764729,Scenedesmus quadricauda,Freshwater,2,3,2
2767546,Monoraphidium griffithii,Freshwater,2,3,2
2795393,Brachionus calyciflorus,Freshwater,2,3,2
2795393,Danio rerio,Freshwater,1,3,3
2795393,Danio rerio,Unknown,1,3,3
2795393,Dugesia japonica,Freshwater,1,3,3
2795393,Limnodrilus hoffmeisteri,Freshwater,1,3,3
2795393,Pontastacus leptodactylus,Freshwater,1,3,3
2795393,Unio ravoisieri,Freshwater,1,3,3
2921882,Ambystoma mexicanum,Freshwater,1,3,3
2921882,Americamysis bahia,Marine,1,3,3
2921882,Apricaphanius iberus,Marine,2,3,2
2921882,Asellus (Asellus) aquaticus aquaticus,Freshwater,1,3,3
2921882,Aulacomya atra,Marine,1,3,3
2921882,Brachionus calyciflorus,Freshwater,1,3,2
2921882,Caenis horaria,Freshwater,1,3,3
2921882,Caenis horaria,Unknown,1,3,2
2921882,Channa punctata,Freshwater,1,3,3
2921882,Chaoborus obscuripes,Freshwater,1,3,3
2921882,Chironomus riparius,Freshwater,1,3,3
2921882,Chironomus tentans,Freshwater,1,3,3
2921882,Clarias gariepinus,Freshwater,2,3,2
2921882,Cloeon dipterum,Freshwater,1,3,3
2921882,Culex pipiens,Freshwater,1,3,3
2921882,Daphnia longispina,Freshwater,1,3,3
2921882,Daphnia magna,Freshwater,1,3,3
2921882,Daphnia magna,Unknown,1,3,2
2921882,Daphnia pulex,Unknown,1,3,2
2921882,Dunaliella tertiolecta,Marine,1,3,3
2921882,Fundulus heteroclitus,Marine,1,3,3
2921882,Gammarus pulex,Freshwater,1,3,3
2921882,Gammarus pulex,Unknown,1,3,2
2921882,Gobiocyproides rarus,Freshwater,1,3,3
2921882,Heteropneustes fossilis,Freshwater,1,3,3
2921882,Lepomis cyanellus,Unknown,1,3,2
2921882,Lepomis macrochirus,Freshwater,1,3,3
2921882,Mytilus galloprovincialis,Marine,1,3,3
2921882,Neomysis integer,Marine,1,3,3
2921882,Oreochromis mossambicus,Freshwater,1,3,3
2921882,Oreochromis mossambicus,Unknown,1,3,2
2921882,Oreochromis niloticus,Freshwater,1,3,3
2921882,Palaemon argentinus,Freshwater,2,3,2
2921882,Palaemon pugio,Marine,1,3,3
2921882,Paratya australiensis,Freshwater,1,3,3
2921882,Penaeus (Litopenaeus) vannamei,Marine,2,3,2
2921882,Pimephales promelas,Freshwater,1,3,3
2921882,Poecilia reticulata,Freshwater,2,3,2
2921882,Procambarus clarkii,Freshwater,1,3,3
2921882,Romanomermis culicivorax,Freshwater,2,3,2
2921882,Sialis lutaria,Freshwater,1,3,3
2921882,Simocephalus vetulus,Freshwater,1,3,3
2921882,Simocephalus vetulus,Unknown,1,3,2
2921882,Skeletonema costatum,Marine,2,3,2
2921882,Spiralothelphusa hydrodroma,Freshwater,2,3,2
2921882,Thalassiosira pseudonana,Marine,2,3,2
3064708,Oncorhynchus mykiss,Unknown,1,3,3
3194556,Daphnia magna,Freshwater,1,3,3
3209221,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
3251238,Ceriodaphnia dubia,Unknown,1,3,2
3251238,Mytilus edulis,Marine,2,3,2
3251238,Nitellopsis obtusa,Freshwater,2,3,2
3251238,Pimephales promelas,Freshwater,2,3,2
3251238,Tisbe battagliai,Unknown,1,3,2
3251294,Mercenaria mercenaria,Marine,1,3,3
3380345,Danio rerio,Freshwater,2,3,2
3380345,Daphnia magna,Freshwater,1,3,3
3380345,Daphnia magna,Unknown,1,3,2
3380345,Pimephales promelas,Freshwater,1,3,3
3380345,Pimephales promelas,Unknown,1,3,2
3383968,Aedes aegypti,Freshwater,1,3,3
3383968,Chironomus tepperi,Freshwater,2,3,2
3383968,Culex tritaeniorhynchus,Freshwater,1,3,2
3383968,Romanomermis culicivorax,Freshwater,1,3,2
3766812,Daphnia magna,Unknown,1,3,2
4170303,Daphnia magna,Unknown,1,3,2
4170303,Raphidocelis subcapitata,Unknown,1,3,2
4685147,Chlorella vulgaris,Unknown,1,3,2
4685147,Clarias gariepinus,Freshwater,1,3,3
4685147,Colossoma macropomum,Freshwater,1,3,3
4685147,Daphnia (Ctenodaphnia) similis,Freshwater,2,3,2
4685147,Daphnia magna,Freshwater,1,3,3
4685147,Daphnia magna,Unknown,1,3,2
4685147,Daphnia pulex,Freshwater,1,3,3
4685147,Dunaliella tertiolecta,Marine,2,3,2
4685147,Isochrysis galbana,Marine,2,3,2
4685147,Lemna gibba,Freshwater,1,3,3
4685147,Lithobates pipiens,Freshwater,2,3,2
4685147,Macrobrachium amazonicum,Freshwater,2,3,2
4685147,Oncorhynchus mykiss,Freshwater,1,3,3
4685147,Oreochromis niloticus,Freshwater,1,3,3
4685147,Oreochromis niloticus,Unknown,1,3,2
4685147,Perna viridis,Marine,1,3,3
4685147,Phaeodactylum tricornutum,Marine,2,3,2
4685147,Raphidocelis subcapitata,Unknown,1,3,2
4685147,Scenedesmus quadricauda,Unknown,1,3,3
4685147,Xenopus laevis,Freshwater,2,3,2
4901513,Palaemon pugio,Marine,2,3,2
5285609,Lampsilis siliquoidea,Freshwater,1,3,3
5289747,Daphnia magna,Freshwater,1,3,3
5289747,Daphnia magna,Unknown,1,3,2
5436431,Danio rerio,Freshwater,1,3,3
6190654,Scenedesmus quadricauda,Freshwater,2,3,2
6484522,Biomphalaria alexandrina,Freshwater,1,3,2
6484522,Bryocamptus (Bryocamptus) minutus minutus,Freshwater,2,3,2
6484522,Bryocamptus (Echinocamptus) echinatus,Freshwater,1,3,3
6484522,Bryocamptus (Rheocamptus) pygmaeus pygmaeus,Freshwater,1,3,3
6484522,Bryocamptus (Rheocamptus) zschokkei zschokkei,Freshwater,2,3,2
6484522,Xenopus laevis,Freshwater,1,3,3
6923224,Channa punctata,Freshwater,1,3,3
6923224,Daphnia magna,Freshwater,1,3,3
6923224,Daphnia magna,Unknown,1,3,2
6923224,Labeo rohita,Unknown,1,3,2
7173515,Ceriodaphnia dubia,Freshwater,1,3,3
7173515,Ceriodaphnia dubia,Unknown,1,3,2
7173515,Daphnia magna,Freshwater,1,3,3
7173515,Oryzias latipes,Freshwater,1,3,3
7286842,Dunaliella tertiolecta,Marine,2,3,2
7286842,Isochrysis galbana,Marine,2,3,2
7286842,Phaeodactylum tricornutum,Marine,2,3,2
7287196,Daphnia magna,Unknown,1,3,2
7287196,Raphidocelis subcapitata,Unknown,1,3,2
7429905,Carassius auratus,Freshwater,2,3,2
7429905,Ceriodaphnia dubia,Freshwater,2,3,2
7429905,Chlorella vulgaris,Unknown,1,3,2
7429905,Daphnia magna,Freshwater,1,3,3
7429905,Gambusia affinis,Freshwater,1,3,3
7429905,Gastrophryne carolinensis,Freshwater,2,3,2
7429905,Oncorhynchus mykiss,Freshwater,2,3,2
7429905,Raphidocelis subcapitata,Unknown,1,3,3
7429905,Salmo salar,Freshwater,1,3,3
7439896,Daphnia magna,Freshwater,1,3,3
7439896,Daphnia pulex,Freshwater,1,3,3
7439896,Daphnia pulex,Unknown,1,3,2
7439896,Lemna minor,Freshwater,1,3,3
7439896,Leptophlebia marginata,Freshwater,2,3,2
7439896,Mytilus galloprovincialis,Marine,1,3,3
7439896,Oreochromis mossambicus,Freshwater,1,3,3
7439896,Oreochromis mossambicus,Unknown,1,3,2
7439896,Oryzias latipes,Freshwater,1,3,3
7439921,Americamysis bahia,Marine,1,3,3
7439921,Ampelisca abdita,Marine,2,3,2
7439921,Austropotamobius pallipes,Freshwater,2,3,2
7439921,Carassius auratus,Freshwater,2,3,2
7439921,Ceriodaphnia dubia,Freshwater,1,3,3
7439921,Ceriodaphnia dubia,Unknown,1,3,2
7439921,Chironomus riparius,Freshwater,1,3,3
7439921,Chlamydomonas reinhardtii,Freshwater,1,3,3
7439921,Chlorella vulgaris,Unknown,1,3,2
7439921,Choromytilus meridionalis,Marine,2,3,2
7439921,Cyprinus carpio,Freshwater,1,3,2
7439921,Daphnia (Ctenodaphnia) similis,Freshwater,1,3,3
7439921,Daphnia magna,Freshwater,1,3,3
7439921,Daphnia magna,Unknown,1,3,2
7439921,Gammarus pseudolimnaeus,Freshwater,1,3,2
7439921,Gastrophryne carolinensis,Freshwater,2,3,2
7439921,Heteropneustes fossilis,Freshwater,1,3,3
7439921,Hyalella azteca,Freshwater,1,3,3
7439921,Lepomis macrochirus,Freshwater,1,3,3
7439921,Lingulaulax polyedra,Marine,1,3,3
7439921,Lumbriculus variegatus,Freshwater,2,3,2
7439921,Magallana gigas,Marine,2,3,2
7439921,Mugil cephalus,Marine,1,3,3
7439921,Mytilus edulis,Marine,1,3,3
7439921,Oncorhynchus mykiss,Unknown,1,3,2
7439921,Oreochromis niloticus,Freshwater,1,3,3
7439921,Oreochromis niloticus,Unknown,1,3,2
7439921,Penaeus (Penaeus) monodon,Marine,1,3,3
7439921,Perna perna,Marine,1,3,3
7439921,Perna viridis,Marine,1,3,3
7439921,Pimephales promelas,Freshwater,1,3,3
7439921,Raphidocelis subcapitata,Unknown,1,3,3
7439921,Salvelinus fontinalis,Unknown,1,3,2
7439921,Scenedesmus acutus acutus,Unknown,1,3,2
7439921,Scenedesmus quadricauda,Freshwater,2,3,2
7439921,Tanytarsus dissimilis,Freshwater,1,3,3
7439921,Xenopus laevis,Freshwater,1,3,3
7439965,Daphnia magna,Freshwater,1,3,3
7439965,Daphnia magna,Unknown,1,3,2
7439965,Gastrophryne carolinensis,Freshwater,2,3,2
7439965,Pimephales promelas,Freshwater,1,3,3
7439965,Pimephales promelas,Unknown,1,3,2
7439965,Tilapia guineensis,Freshwater,1,3,3
7439965,Tilapia guineensis,Unknown,1,3,2
7439965,Tympanotonos fuscatus,Freshwater,1,3,3
7439976,Artemia salina,Marine,1,3,3
7439976,Brachionus plicatilis,Unknown,1,3,2
7439976,Cambarunio iris,Freshwater,1,3,3
7439976,Carassius auratus,Freshwater,2,3,2
7439976,Channa punctata,Freshwater,1,3,3
7439976,Chlorella vulgaris,Unknown,1,3,2
7439976,Crassostrea virginica,Marine,1,3,3
7439976,Cyprinus carpio,Freshwater,2,3,2
7439976,Danio rerio,Freshwater,1,3,3
7439976,Danio rerio,Unknown,1,3,2
7439976,Daphnia magna,Freshwater,1,3,3
7439976,Daphnia magna,Unknown,1,3,2
7439976,Dunaliella tertiolecta,Marine,2,3,2
7439976,Filopaludina bengalensis,Freshwater,2,3,2
7439976,Fundulus heteroclitus,Marine,1,3,3
7439976,Gastrophryne carolinensis,Freshwater,1,3,3
7439976,Indonaia cylindrica,Freshwater,1,3,2
7439976,Lecane quadridentata,Freshwater,2,3,2
7439976,Lingulaulax polyedra,Marine,1,3,3
7439976,Magallana gigas,Marine,1,3,3
7439976,Meretrix lusoria,Marine,1,3,3
7439976,Mytilus edulis,Marine,1,3,3
7439976,Mytilus galloprovincialis,Marine,1,3,3
7439976,Oncorhynchus mykiss,Freshwater,2,3,2
7439976,Oncorhynchus mykiss,Unknown,1,3,2
7439976,Oryzias latipes,Freshwater,1,3,3
7439976,Ostrea edulis,Marine,1,3,2
7439976,Palaemon pugio,Marine,1,3,3
7439976,Parreysia corrugata,Freshwater,1,3,2
7439976,Perna viridis,Marine,1,3,3
7439976,Pimephales promelas,Freshwater,1,3,3
7439976,Pimephales promelas,Unknown,1,3,2
7439976,Poecilia reticulata,Freshwater,1,3,2
7439976,Raphidocelis subcapitata,Freshwater,1,3,3
7439976,Raphidocelis subcapitata,Unknown,2,3,2
7439987,Akashiwo sanguinea,Marine,1,3,3
7439987,Daphnia magna,Freshwater,1,3,3
7439987,Daphnia magna,Unknown,1,3,2
7439987,Pimephales promelas,Freshwater,1,3,2
7440020,Americamysis bahia,Marine,1,3,3
7440020,Ceriodaphnia dubia,Freshwater,1,3,3
7440020,Channa punctata,Freshwater,1,3,3
7440020,Chironomus riparius,Freshwater,1,3,3
7440020,Chlorella vulgaris,Unknown,1,3,2
7440020,Cottus bairdii,Freshwater,1,3,3
7440020,Cyprinus carpio,Freshwater,1,3,3
7440020,Danio rerio,Freshwater,1,3,3
7440020,Daphnia (Daphnia) lumholtzi,Freshwater,1,3,3
7440020,Daphnia galeata,Freshwater,1,3,3
7440020,Daphnia magna,Freshwater,1,3,3
7440020,Daphnia magna,Unknown,1,3,3
7440020,Daphnia pulex,Freshwater,1,3,3
7440020,Fundulus heteroclitus,Marine,1,3,2
7440020,Gastrophryne carolinensis,Freshwater,2,3,2
7440020,Lumbriculus variegatus,Freshwater,1,3,3
7440020,Mesocyclops (Mesocyclops) pehpeiensis,Freshwater,2,3,2
7440020,Oncorhynchus mykiss,Freshwater,1,3,3
7440020,Oncorhynchus mykiss,Unknown,1,3,2
7440020,Physella gyrina,Freshwater,2,3,2
7440020,Raphidocelis subcapitata,Freshwater,1,3,3
7440020,Raphidocelis subcapitata,Unknown,1,3,2
7440020,Tubifex tubifex,Freshwater,1,3,3
7440224,Arbacia punctulata,Marine,1,3,3
7440224,Carassius auratus,Freshwater,2,3,2
7440224,Ceriodaphnia dubia,Freshwater,1,3,3
7440224,Ceriodaphnia dubia,Unknown,1,3,2
7440224,Ceriodaphnia reticulata,Freshwater,1,3,3
7440224,Chironomus tentans,Unknown,1,3,2
7440224,Crassostrea virginica,Marine,1,3,3
7440224,Cyprinodon variegatus,Marine,2,3,2
7440224,Daphnia magna,Freshwater,1,3,3
7440224,Daphnia magna,Unknown,1,3,2
7440224,Daphnia pulex,Freshwater,1,3,3
7440224,Gastrophryne carolinensis,Freshwater,2,3,2
7440224,Hyalella azteca,Unknown,1,3,2
7440224,Isonychia bicolor,Unknown,1,3,2
7440224,Magallana gigas,Marine,1,3,3
7440224,Menidia beryllina,Marine,1,3,3
7440224,Mytilus edulis,Marine,1,3,3
7440224,Oncorhynchus mykiss,Freshwater,1,3,3
7440224,Oncorhynchus mykiss,Marine,1,3,2
7440224,Oncorhynchus mykiss,Unknown,1,3,2
7440224,Perna viridis,Marine,1,3,3
7440224,Pimephales promelas,Freshwater,1,3,3
7440224,Pimephales promelas,Unknown,1,3,2
7440224,Stenonema modestum,Unknown,1,3,2
7440246,Carcinus maenas,Marine,2,3,2
7440246,Gastrophryne carolinensis,Freshwater,2,3,2
7440280,Daphnia magna,Freshwater,1,3,3
7440280,Daphnia magna,Unknown,1,3,2
7440280,Gastrophryne carolinensis,Freshwater,2,3,2
7440280,Hyalella azteca,Freshwater,2,3,2
7440280,Oncorhynchus mykiss,Freshwater,2,3,2
7440280,Pimephales promelas,Freshwater,1,3,3
7440280,Pimephales promelas,Unknown,1,3,2
7440315,Gastrophryne carolinensis,Freshwater,2,3,2
7440315,Monoraphidium griffithii,Freshwater,2,3,2
7440326,Daphnia magna,Unknown,1,3,2
7440326,Raphidocelis subcapitata,Unknown,1,3,2
7440360,Daphnia magna,Freshwater,1,3,3
7440360,Daphnia magna,Unknown,1,3,2
7440360,Pimephales promelas,Freshwater,1,3,2
7440360,Pimephales promelas,Unknown,1,3,2
7440382,Americamysis bahia,Marine,1,3,3
7440382,Brachionus calyciflorus,Unknown,1,3,3
7440382,Brachionus plicatilis,Marine,1,3,2
7440382,Carassius auratus,Freshwater,1,3,3
7440382,Ceriodaphnia dubia,Freshwater,2,3,2
7440382,Channa punctata,Freshwater,2,3,2
7440382,Channa striata,Freshwater,2,3,2
7440382,Cirrhinus mrigala,Freshwater,2,3,2
7440382,Clarias batrachus,Freshwater,1,3,3
7440382,Ctenopharyngodon idella,Freshwater,2,3,2
7440382,Cyprinus carpio,Freshwater,1,3,3
7440382,Danio rerio,Freshwater,1,3,3
7440382,Daphnia magna,Freshwater,1,3,3
7440382,Daphnia magna,Unknown,1,3,3
7440382,Gammarus pseudolimnaeus,Freshwater,1,3,2
7440382,Gastrophryne carolinensis,Freshwater,2,3,2
7440382,Heteropneustes fossilis,Freshwater,1,3,3
7440382,Jordanella floridae,Freshwater,1,3,3
7440382,Labeo catla,Freshwater,1,3,3
7440382,Labeo rohita,Freshwater,2,3,2
7440382,Lemna minor,Freshwater,1,3,3
