casnumber_grouped,accepted_name,medium,min_tier_rank,max_tier_rank,n_distinct_tiers
97007,Daphnia magna,Unknown,1,3,2
98011,Daphnia magna,Unknown,1,3,3
98011,Pimephales promelas,Unknown,1,3,2
98544,Cyprinus carpio,Freshwater,1,3,3
98544,Daphnia magna,Unknown,1,3,2
98953,Auxenochlorella pyrenoidosa,Freshwater,1,3,3
98953,Auxenochlorella pyrenoidosa,Unknown,1,3,2
98953,Daphnia magna,Unknown,1,3,2
98953,Pimephales promelas,Freshwater,1,3,3
98953,Raphidocelis subcapitata,Unknown,1,3,3
98953,Skeletonema costatum,Marine,1,3,3
99081,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
99081,Daphnia magna,Freshwater,2,3,2
99354,Daphnia magna,Freshwater,1,3,3
99354,Daphnia magna,Unknown,1,3,2
99354,Oncorhynchus mykiss,Freshwater,1,3,3
99354,Oncorhynchus mykiss,Unknown,1,3,2
99354,Pimephales promelas,Freshwater,1,3,3
99354,Pimephales promelas,Unknown,1,3,2
99650,Chlamydomonas reinhardtii,Unknown,1,3,3
99650,Daphnia magna,Freshwater,1,3,3
99650,Daphnia magna,Unknown,1,3,2
99650,Oncorhynchus mykiss,Unknown,1,3,2
99650,Ulva fasciata,Unknown,1,3,2
99876,Daphnia magna,Unknown,1,3,2
99876,Raphidocelis subcapitata,Unknown,1,3,2
99990,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
99990,Daphnia magna,Freshwater,2,3,2
99990,Daphnia magna,Unknown,1,3,2
100005,Daphnia magna,Unknown,1,3,2
100005,Desmodesmus subspicatus,Freshwater,1,3,3
100027,Cyprinodon variegatus,Unknown,1,3,2
100027,Daphnia magna,Freshwater,1,3,2
100027,Daphnia magna,Unknown,1,3,2
100027,Desmodesmus subspicatus,Freshwater,1,3,3
100027,Pimephales promelas,Freshwater,1,3,3
100027,Raphidocelis subcapitata,Unknown,2,3,2
100174,Daphnia magna,Unknown,1,3,2
100174,Desmodesmus subspicatus,Freshwater,1,3,3
100210,Daphnia magna,Unknown,1,3,2
100414,Raphidocelis subcapitata,Unknown,1,3,3
100618,Daphnia magna,Unknown,1,3,2
100663,Raphidocelis subcapitata,Freshwater,2,3,2
101202,Mercenaria mercenaria,Marine,2,3,2
101202,Paratanytarsus parthenogeneticus,Freshwater,1,3,3
101428,Dunaliella tertiolecta,Marine,2,3,2
101428,Isochrysis galbana,Marine,2,3,2
101428,Mercenaria mercenaria,Marine,2,3,2
101428,Phaeodactylum tricornutum,Marine,2,3,2
101553,Pimephales promelas,Unknown,1,3,2
101848,Raphidocelis subcapitata,Unknown,1,3,2
102716,Daphnia magna,Unknown,1,3,2
102716,Desmodesmus subspicatus,Freshwater,1,3,3
103333,Daphnia magna,Unknown,1,3,2
103695,Daphnia magna,Unknown,1,3,2
103902,Danio rerio,Unknown,1,3,2
103902,Daphnia magna,Unknown,1,3,3
103902,Plationus patulus,Freshwater,1,3,3
104405,Dreissena polymorpha,Freshwater,1,3,3
104405,Oncorhynchus mykiss,Unknown,1,3,2
104405,Oryzias latipes,Unknown,1,3,2
104518,Daphnia magna,Unknown,1,3,2
104949,Daphnia magna,Unknown,1,3,2
105373,Daphnia magna,Unknown,1,3,2
105533,Pimephales promelas,Freshwater,1,3,3
105679,Brachionus calyciflorus,Unknown,1,3,2
105679,Daphnia magna,Unknown,1,3,2
106412,Daphnia magna,Unknown,1,3,2
106423,Daphnia magna,Unknown,1,3,2
106434,Daphnia magna,Unknown,1,3,2
106445,Daphnia magna,Unknown,1,3,2
106467,Cyclotella meneghiniana,Unknown,2,3,2
106467,Danio rerio,Freshwater,1,3,3
106467,Danio rerio,Unknown,1,3,2
106467,Daphnia magna,Freshwater,1,3,3
106467,Daphnia magna,Unknown,1,3,2
106467,Desmodesmus subspicatus,Freshwater,1,3,3
106467,Oncorhynchus mykiss,Freshwater,2,3,2
106467,Selenastrum capricornutum,Freshwater,2,3,2
106478,Danio rerio,Freshwater,1,3,3
106478,Oncorhynchus mykiss,Freshwater,1,3,3
106489,Daphnia magna,Freshwater,1,3,3
106489,Daphnia magna,Unknown,1,3,2
106489,Desmodesmus subspicatus,Freshwater,1,3,3
106489,Hydra viridissima,Unknown,1,3,2
106489,Oncorhynchus mykiss,Unknown,1,3,2
107028,Jordanella floridae,Freshwater,1,3,3
107028,Jordanella floridae,Unknown,1,3,2
107051,Pimephales promelas,Freshwater,1,3,2
107062,Daphnia magna,Freshwater,1,3,3
107062,Daphnia magna,Unknown,1,3,2
107062,Oryzias latipes,Freshwater,1,3,3
107062,Pimephales promelas,Freshwater,1,3,2
107062,Pimephales promelas,Unknown,1,3,2
107073,Daphnia magna,Freshwater,2,3,2
107131,Daphnia magna,Freshwater,1,3,3
107131,Daphnia magna,Unknown,1,3,2
107131,Paralichthys olivaceus,Marine,1,3,3
107153,Daphnia magna,Freshwater,1,3,2
107153,Daphnia magna,Unknown,1,3,2
107153,Raphidocelis subcapitata,Unknown,1,3,2
107186,Daphnia magna,Unknown,1,3,2
107186,Mercenaria mercenaria,Marine,2,3,2
107200,Daphnia magna,Unknown,1,3,2
107211,Daphnia magna,Unknown,1,3,2
107415,Daphnia magna,Unknown,1,3,2
107493,Crassostrea virginica,Marine,2,3,2
107642,Chironomus riparius,Freshwater,1,3,3
107642,Lumbriculus variegatus,Freshwater,1,3,2
108054,Daphnia magna,Unknown,1,3,2
108101,Daphnia magna,Unknown,1,3,2
108101,Pimephales promelas,Freshwater,1,3,3
108383,Daphnia magna,Unknown,1,3,2
108429,Danio rerio,Unknown,1,3,2
108429,Daphnia magna,Unknown,1,3,2
108441,Daphnia magna,Freshwater,1,3,3
108441,Daphnia magna,Unknown,1,3,2
108678,Daphnia magna,Unknown,1,3,2
108703,Cyclotella meneghiniana,Unknown,2,3,2
108805,Daphnia magna,Unknown,1,3,2
108850,Daphnia magna,Freshwater,2,3,2
108883,Ceriodaphnia dubia,Unknown,1,3,2
108883,Daphnia magna,Freshwater,1,3,2
108883,Daphnia magna,Unknown,1,3,2
108883,Oncorhynchus kisutch,Unknown,1,3,2
108883,Oncorhynchus mykiss,Freshwater,1,3,3
108883,Skeletonema costatum,Marine,1,3,3
108883,Skeletonema costatum,Unknown,1,3,2
108907,Cyclotella meneghiniana,Unknown,2,3,2
108907,Danio rerio,Unknown,1,3,2
108907,Daphnia magna,Freshwater,1,3,3
108907,Daphnia magna,Unknown,1,3,2
108907,Raphidocelis subcapitata,Unknown,2,3,2
108907,Selenastrum capricornutum,Unknown,2,3,2
108907,Skeletonema costatum,Unknown,1,3,2
108918,Daphnia magna,Unknown,1,3,2
108918,Raphidocelis subcapitata,Unknown,1,3,2
108952,Brachionus calyciflorus,Unknown,1,3,2
108952,Brachionus plicatilis,Unknown,1,3,2
108952,Carassius auratus,Freshwater,2,3,2
108952,Ceriodaphnia dubia,Freshwater,1,3,3
108952,Ceriodaphnia dubia,Unknown,1,3,2
108952,Cyprinus carpio,Unknown,1,3,2
108952,Daphnia magna,Freshwater,1,3,3
108952,Daphnia magna,Unknown,1,3,2
108952,Dunaliella tertiolecta,Unknown,1,3,2
108952,Girardia tigrina,Freshwater,1,3,3
108952,Lemna gibba,Freshwater,1,3,2
108952,Lemna minor,Freshwater,1,3,2
108952,Mercenaria mercenaria,Marine,2,3,2
108952,Notopterus notopterus,Freshwater,1,3,3
108952,Pimephales promelas,Freshwater,1,3,3
108952,Pimephales promelas,Unknown,1,3,2
108952,Raphidocelis subcapitata,Freshwater,1,3,3
108952,Saduria entomon,Marine,2,3,2
108952,Scenedesmus quadricauda,Freshwater,2,3,2
109897,Daphnia magna,Unknown,1,3,2
109897,Raphidocelis subcapitata,Unknown,1,3,2
109999,Pimephales promelas,Unknown,1,3,2
110009,Pimephales promelas,Freshwater,1,3,3
110021,Daphnia magna,Unknown,1,3,2
110190,Daphnia magna,Unknown,1,3,2
110838,Daphnia magna,Freshwater,2,3,2
110838,Daphnia magna,Unknown,1,3,2
110861,Daphnia magna,Unknown,1,3,2
110918,Daphnia magna,Unknown,1,3,2
110918,Raphidocelis subcapitata,Unknown,1,3,2
111422,Daphnia magna,Freshwater,1,3,3
111422,Daphnia magna,Unknown,1,3,2
111422,Skeletonema costatum,Marine,1,3,3
111422,Skeletonema costatum,Unknown,1,3,2
111444,Daphnia magna,Unknown,1,3,2
111659,Daphnia magna,Unknown,1,3,2
111706,Daphnia magna,Unknown,1,3,2
111762,Daphnia magna,Unknown,1,3,2
111875,Daphnia magna,Unknown,1,3,2
111875,Pimephales promelas,Freshwater,1,3,3
111875,Pimephales promelas,Unknown,1,3,2
112005,Chironomus riparius,Freshwater,1,3,3
112005,Chironomus riparius,Unknown,1,3,2
112276,Daphnia magna,Freshwater,1,3,3
112276,Daphnia magna,Unknown,1,3,2
114078,Chlorella vulgaris,Freshwater,1,3,3
114261,Romanomermis culicivorax,Freshwater,1,3,2
115297,Americamysis bahia,Marine,1,3,3
115297,Asellus (Asellus) aquaticus aquaticus,Freshwater,2,3,2
115297,Brachionus calyciflorus,Freshwater,2,3,2
115297,Ceriodaphnia dubia,Freshwater,1,3,3
115297,Ceriodaphnia dubia,Unknown,1,3,2
115297,Channa punctata,Freshwater,1,3,3
115297,Channa punctata,Unknown,1,3,2
115297,Cyprinus carpio,Freshwater,2,3,2
115297,Daphnia magna,Freshwater,1,3,3
115297,Daphnia magna,Unknown,1,3,2
115297,Daphnia pulex,Unknown,1,3,2
115297,Heteropneustes fossilis,Freshwater,1,3,3
115297,Hydra viridissima,Unknown,1,3,2
115297,Hydra vulgaris,Unknown,1,3,2
115297,Labeo rohita,Freshwater,1,3,3
115297,Labeo rohita,Unknown,1,3,2
115297,Macrobrachium lamarrei,Freshwater,1,3,3
115297,Macrophthalmus (Paramareotis) erato,Marine,2,3,2
115297,Moinodaphnia macleayi,Freshwater,1,3,3
115297,Moinodaphnia macleayi,Unknown,1,3,2
115297,Mystus vittatus,Freshwater,2,3,2
115297,Oncorhynchus mykiss,Freshwater,1,3,3
115297,Oreochromis mossambicus,Freshwater,1,3,3
115297,Palaemon argentinus,Freshwater,2,3,2
115297,Palaemon pugio,Marine,1,3,3
115297,Penaeus (Penaeus) monodon,Marine,1,3,3
115297,Strongylocentrotus purpuratus,Marine,2,3,2
115297,Tigriopus japonicus,Marine,1,3,3
115322,Daphnia magna,Freshwater,1,3,2
115322,Daphnia magna,Unknown,1,3,2
115322,Pimephales promelas,Freshwater,1,3,3
115866,Daphnia magna,Unknown,1,3,2
115866,Gobiocyproides rarus,Freshwater,1,3,3
115866,Oncorhynchus mykiss,Unknown,1,3,2
115866,Oryzias latipes,Unknown,1,3,2
115866,Pimephales promelas,Freshwater,1,3,3
115866,Raphidocelis subcapitata,Unknown,1,3,2
115968,Danio rerio,Freshwater,1,3,3
115968,Daphnia magna,Unknown,1,3,2
116063,Bryocamptus (Bryocamptus) minutus minutus,Freshwater,2,3,2
116063,Bryocamptus (Echinocamptus) echinatus,Freshwater,1,3,3
116063,Bryocamptus (Rheocamptus) pygmaeus pygmaeus,Freshwater,1,3,3
116063,Bryocamptus (Rheocamptus) zschokkei zschokkei,Freshwater,2,3,2
116063,Daphnia magna,Freshwater,1,3,3
116290,Daphnia magna,Freshwater,1,3,3
117806,Crassostrea virginica,Marine,2,3,2
117806,Mercenaria mercenaria,Marine,2,3,2
117817,Chironomus plumosus,Freshwater,1,3,2
117817,Cyprinus carpio,Freshwater,1,3,3
117817,Lepomis macrochirus,Freshwater,1,3,2
117817,Parvocalanus crassirostris,Marine,1,3,3
117817,Salvelinus fontinalis,Freshwater,1,3,3
117817,Selenastrum capricornutum,Freshwater,2,3,2
118796,Daphnia magna,Unknown,1,3,2
118967,Brachionus calyciflorus,Unknown,1,3,2
118967,Ceriodaphnia dubia,Freshwater,1,3,3
118967,Ceriodaphnia dubia,Unknown,1,3,2
118967,Daphnia magna,Freshwater,1,3,3
118967,Daphnia magna,Unknown,1,3,2
118967,Pimephales promelas,Freshwater,1,3,3
118967,Ulva fasciata,Unknown,1,3,2
119335,Daphnia magna,Unknown,1,3,2
119619,Daphnia magna,Unknown,1,3,2
119619,Pimephales promelas,Freshwater,1,3,3
119937,Daphnia magna,Unknown,1,3,2
120127,Daphnia magna,Freshwater,1,3,2
120127,Lemna gibba,Freshwater,1,3,3
120127,Pimephales promelas,Freshwater,1,3,3
120821,Cyclotella meneghiniana,Unknown,2,3,2
120821,Daphnia magna,Freshwater,1,3,3
120821,Daphnia magna,Unknown,1,3,2
120821,Oncorhynchus mykiss,Freshwater,1,3,2
120821,Oncorhynchus mykiss,Unknown,1,3,2
120821,Skeletonema costatum,Marine,1,3,3
120832,Carassius auratus,Freshwater,1,3,3
120832,Danio rerio,Freshwater,1,3,3
120832,Danio rerio,Unknown,1,3,2
120832,Daphnia magna,Freshwater,1,3,3
120832,Daphnia magna,Unknown,1,3,2
120832,Desmodesmus subspicatus,Freshwater,1,3,3
120832,Raphidocelis subcapitata,Freshwater,1,3,3
121142,Daphnia magna,Freshwater,1,3,3
121142,Daphnia magna,Unknown,1,3,2
121142,Desmodesmus subspicatus,Freshwater,1,3,3
121142,Poecilia reticulata,Freshwater,2,3,2
121142,Ulva fasciata,Unknown,1,3,2
121733,Auxenochlorella pyrenoidosa,Freshwater,2,3,2
121755,Anodonta cygnea,Freshwater,2,3,2
121755,Asellus (Asellus) aquaticus aquaticus,Freshwater,1,3,2
121755,Carassius auratus,Freshwater,2,3,2
121755,Channa punctata,Freshwater,1,3,3
121755,Channa punctata,Unknown,1,3,2
121755,Clarias batrachus,Freshwater,1,3,3
121755,Clarias gariepinus,Freshwater,1,3,3
121755,Crassostrea virginica,Marine,2,3,2
121755,Culex tarsalis,Freshwater,1,3,2
121755,Danio rerio,Unknown,1,3,2
121755,Daphnia magna,Unknown,1,3,2
121755,Daphnia pulex,Freshwater,2,3,2
121755,Daphnia pulex,Unknown,1,3,2
121755,Fejervarya limnocharis,Freshwater,1,3,3
121755,Gelasimus vocans,Marine,2,3,2
121755,Heteropneustes fossilis,Freshwater,2,3,2
121755,Homarus americanus,Marine,1,3,2
121755,Ictalurus punctatus,Freshwater,1,3,3
121755,Mytilus edulis,Marine,1,3,2
121755,Mytilus galloprovincialis,Marine,2,3,2
121755,Notonecta undulata,Freshwater,2,3,2
121755,Oncorhynchus mykiss,Unknown,1,3,3
121755,Oreochromis niloticus,Freshwater,1,3,3
121755,Oreochromis niloticus,Unknown,1,3,2
121755,Palaemon pugio,Marine,2,3,2
121755,Planorbella duryi,Freshwater,2,3,2
121755,Romanomermis culicivorax,Freshwater,1,3,2
121755,Tetrahymena pyriformis,Freshwater,2,3,2
121755,Xenopus laevis,Freshwater,1,3,3
121824,Ceriodaphnia dubia,Freshwater,1,3,3
121824,Danio rerio,Freshwater,1,3,3
121824,Pimephales promelas,Freshwater,1,3,3
121824,Ulva fasciata,Unknown,1,3,2
122145,Aedes aegypti,Freshwater,1,3,3
122145,Ankistrodesmus falcatus,Freshwater,1,3,3
122145,Biomphalaria alexandrina,Freshwater,2,3,2
122145,Brachycentrus numerosus,Freshwater,2,3,2
122145,Chlamydomonas reinhardtii,Freshwater,1,3,3
122145,Chlamydomonas reinhardtii,Unknown,1,3,2
122145,Chlorella vulgaris,Freshwater,1,3,3
122145,Cyprinus carpio communis,Freshwater,2,3,2
122145,Daphnia magna,Freshwater,1,3,3
122145,Daphnia magna,Unknown,1,3,2
122145,Gasterosteus aculeatus,Marine,1,3,2
122145,Lamellidens marginalis,Freshwater,2,3,2
122145,Lithobates clamitans clamitans,Freshwater,1,3,2
122145,Lobochlamys segnis,Freshwater,1,3,3
122145,Lobochlamys segnis,Unknown,1,3,2
122145,Raphidocelis subcapitata,Unknown,1,3,2
122145,Salmo salar,Freshwater,1,3,2
122145,Tetradesmus obliquus,Freshwater,1,3,3
122349,Chlorella vulgaris,Freshwater,1,3,3
122349,Cyprinus carpio,Unknown,1,3,2
122349,Daphnia magna,Freshwater,2,3,2
122349,Daphnia magna,Unknown,1,3,2
122349,Daphnia pulex,Freshwater,1,3,3
122349,Dunaliella tertiolecta,Marine,2,3,2
122349,Isochrysis galbana,Marine,2,3,2
122349,Lemna minor,Freshwater,2,3,2
122349,Micropterus salmoides,Freshwater,2,3,2
122349,Oreochromis mossambicus,Freshwater,2,3,2
122349,Pethia ticto,Freshwater,2,3,2
122349,Phaeodactylum tricornutum,Marine,1,3,3
122349,Raphidocelis subcapitata,Freshwater,1,3,3
122349,Raphidocelis subcapitata,Unknown,1,3,2
122349,Selenastrum capricornutum,Freshwater,1,3,3
122349,Tetradesmus obliquus,Freshwater,2,3,2
122394,Lampsilis siliquoidea,Freshwater,1,3,3
122667,Daphnia magna,Freshwater,1,3,3
122667,Daphnia magna,Unknown,1,3,2
123035,Tubifex tubifex,Freshwater,1,3,3
123308,Daphnia magna,Unknown,1,3,2
123319,Daphnia magna,Unknown,1,3,2
123546,Daphnia magna,Freshwater,2,3,2
123911,Daphnia magna,Unknown,1,3,2
123911,Pimephales promelas,Unknown,1,3,2
124185,Skeletonema costatum,Marine,2,3,2
124481,Daphnia magna,Unknown,1,3,2
126078,Mercenaria mercenaria,Marine,2,3,2
126738,Daphnia magna,Freshwater,1,3,2
126738,Daphnia magna,Unknown,1,3,2
127184,Ceriodaphnia dubia,Unknown,1,3,2
127184,Chlamydomonas reinhardtii,Unknown,1,3,3
127184,Daphnia magna,Freshwater,1,3,3
127184,Daphnia magna,Unknown,1,3,2
127184,Pimephales promelas,Unknown,1,3,2
127651,Daphnia magna,Unknown,1,3,2
127651,Oncorhynchus mykiss,Freshwater,1,3,3
128030,Palaemon pugio,Marine,1,3,3
129000,Daphnia magna,Freshwater,2,3,2
129000,Daphnia magna,Unknown,1,3,2
131113,Daphnia magna,Freshwater,1,3,3
131113,Daphnia magna,Unknown,1,3,2
131113,Raphidocelis subcapitata,Unknown,1,3,2
131113,Selenastrum capricornutum,Freshwater,1,3,3
131179,Daphnia magna,Unknown,1,3,2
131179,Haliotis diversicolor supertexta,Marine,1,3,3
131522,Brachionus calyciflorus,Freshwater,1,3,3
131522,Crassostrea virginica,Marine,2,3,2
131522,Cyprinodon variegatus,Unknown,1,3,2
131522,Danio rerio,Unknown,1,3,2
131522,Mercenaria mercenaria,Marine,2,3,2
131522,Palaemon pugio,Marine,2,3,2
132274,Daphnia magna,Unknown,1,3,2
132274,Mercenaria mercenaria,Marine,2,3,2
132650,Daphnia magna,Unknown,1,3,2
133062,Daphnia magna,Freshwater,1,3,3
133062,Desmodesmus subspicatus,Unknown,1,3,2
133062,Metacarcinus magister,Marine,1,3,3
133073,Ctenopharyngodon idella,Freshwater,2,3,2
133073,Cyprinus carpio,Freshwater,2,3,2
133073,Daphnia magna,Unknown,1,3,2
133904,Dunaliella tertiolecta,Marine,2,3,2
133904,Isochrysis galbana,Marine,2,3,2
133904,Phaeodactylum tricornutum,Marine,2,3,2
134623,Daphnia magna,Unknown,1,3,2
135193,Daphnia magna,Unknown,1,3,2
137268,Daphnia magna,Freshwater,1,3,3
137304,Labeo rohita,Freshwater,2,3,2
137304,Raphidocelis subcapitata,Unknown,1,3,2
138863,Daphnia magna,Unknown,1,3,2
139139,Daphnia magna,Unknown,1,3,2
141435,Daphnia magna,Unknown,1,3,2
141786,Daphnia magna,Unknown,1,3,2
141786,Pimephales promelas,Freshwater,1,3,3
141786,Pimephales promelas,Unknown,1,3,2
142289,Americamysis bahia,Marine,1,3,3
142289,Pimephales promelas,Unknown,1,3,2
142596,Mercenaria mercenaria,Marine,2,3,2
143500,Daphnia magna,Unknown,1,3,2
144558,Ceriodaphnia dubia,Unknown,1,3,2
144558,Daphnia magna,Unknown,1,3,2
144627,Daphnia magna,Unknown,1,3,2
145733,Crassostrea virginica,Marine,2,3,2
145733,Dunaliella tertiolecta,Marine,2,3,2
145733,Isochrysis galbana,Marine,2,3,2
145733,Mercenaria mercenaria,Marine,2,3,2
145733,Phaeodactylum tricornutum,Marine,2,3,2
145733,Pimephales promelas,Unknown,1,3,3
149304,Ceriodaphnia dubia,Unknown,1,3,2
149304,Daphnia magna,Unknown,1,3,2
149304,Raphidocelis subcapitata,Unknown,1,3,2
150685,Dunaliella tertiolecta,Marine,2,3,2
150685,Isochrysis galbana,Marine,2,3,2
150685,Mercenaria mercenaria,Marine,2,3,2
150685,Phaeodactylum tricornutum,Marine,2,3,2
150787,Pimephales promelas,Freshwater,1,3,3
151213,Brachionus calyciflorus,Unknown,1,3,2
151213,Ceriodaphnia dubia,Unknown,1,3,2
151213,Corbicula fluminea,Unknown,1,3,2
151213,Daphnia magna,Freshwater,1,3,2
151213,Daphnia magna,Unknown,1,3,2
151213,Dunaliella tertiolecta,Marine,2,3,2
151213,Pimephales promelas,Freshwater,1,3,3
151213,Raphidocelis subcapitata,Freshwater,2,3,2
151213,Skeletonema costatum,Marine,2,3,2
206440,Ceriodaphnia dubia,Freshwater,2,3,2
206440,Chironomus tentans,Freshwater,1,3,3
206440,Daphnia magna,Freshwater,1,3,3
206440,Hyalella azteca,Freshwater,1,3,3
206440,Leptocheirus plumulosus,Marine,1,3,3
206440,Mulinia lateralis,Marine,2,3,2
206440,Mytilus edulis,Marine,2,3,2
206440,Rhepoxynius abronius,Marine,2,3,2
260946,Daphnia magna,Freshwater,1,3,3
260946,Daphnia magna,Unknown,1,3,2
260946,Raphidocelis subcapitata,Freshwater,2,3,2
275514,Ceriodaphnia dubia,Unknown,1,3,2
298000,Brachionus angularis,Freshwater,2,3,2
298000,Channa punctata,Freshwater,2,3,2
298000,Chironomus tentans,Freshwater,1,3,3
298000,Daphnia magna,Freshwater,1,3,3
298000,Daphnia magna,Unknown,1,3,2
298000,Heteropneustes fossilis,Freshwater,1,3,3
298000,Hyalella azteca,Freshwater,2,3,2
298000,Hydra vulgaris,Freshwater,1,3,3
298044,Crassostrea virginica,Marine,2,3,2
298044,Daphnia magna,Freshwater,1,3,3
298044,Daphnia magna,Unknown,1,3,2
298044,Mercenaria mercenaria,Marine,2,3,2
298044,Oncorhynchus mykiss,Unknown,1,3,3
298464,Chironomus riparius,Freshwater,1,3,3
298464,Daphnia magna,Freshwater,1,3,3
298464,Oncorhynchus mykiss,Freshwater,1,3,3
298464,Oncorhynchus mykiss,Unknown,1,3,2
300765,Crassostrea virginica,Marine,1,3,3
300765,Daphnia magna,Freshwater,1,3,3
300765,Romanomermis culicivorax,Freshwater,1,3,2
301042,Cirrhinus mrigala,Freshwater,1,3,3
301042,Mytilus galloprovincialis,Marine,1,3,3
301122,Channa striata,Freshwater,2,3,2
307244,Danio rerio,Freshwater,1,3,3
309002,Fundulus heteroclitus,Marine,1,3,2
309002,Pteronarcys californica,Freshwater,2,3,2
314409,Daphnia magna,Unknown,1,3,3
314409,Hormosira banksii,Marine,2,3,2
314409,Oncorhynchus mykiss,Unknown,1,3,3
319857,Poecilia reticulata,Freshwater,1,3,2
330541,Achnanthes brevipes,Marine,2,3,2
330541,Ceriodaphnia dubia,Freshwater,1,3,2
330541,Chironomus tentans,Freshwater,1,3,3
330541,Chlorella vulgaris,Freshwater,2,3,2
330541,Conticribra weissflogii,Marine,2,3,2
330541,Daphnia magna,Freshwater,1,3,3
330541,Daphnia magna,Unknown,1,3,2
330541,Daphnia pulex,Freshwater,1,3,3
330541,Daphnia pulex,Unknown,1,3,2
330541,Diacronema lutheri,Marine,2,3,2
330541,Dunaliella tertiolecta,Marine,2,3,2
330541,Gracilaria tenuistipitata,Marine,1,3,3
330541,Halamphora exigua,Marine,2,3,2
330541,Isochrysis galbana,Marine,1,3,3
330541,Lemna gibba,Freshwater,1,3,3
330541,Lemna minor,Freshwater,2,3,2
330541,Magallana gigas,Marine,1,3,3
330541,Mercenaria mercenaria,Marine,2,3,2
330541,Navicula incerta,Marine,2,3,2
330541,Phaeodactylum tricornutum,Marine,2,3,2
330541,Porphyridium purpureum,Marine,2,3,2
330541,Pyrocystis lunula,Marine,2,3,2
330541,Thalassiosira pseudonana,Marine,1,3,3
330552,Cyprinus carpio,Freshwater,1,3,2
330552,Daphnia magna,Freshwater,1,3,3
330552,Daphnia magna,Unknown,1,3,2
330552,Dugesia gonocephala,Freshwater,1,3,2
330552,Girardia tigrina,Freshwater,1,3,2
330552,Lymnaea stagnalis,Freshwater,1,3,2
330552,Myriophyllum spicatum,Freshwater,1,3,3
330552,Oncorhynchus mykiss,Freshwater,1,3,3
330552,Oryzias latipes,Freshwater,1,3,3
333415,Americamysis bahia,Marine,1,3,3
333415,Americamysis bahia,Unknown,1,3,3
333415,Artemia salina,Marine,1,3,3
333415,Brachionus plicatilis,Marine,1,3,3
333415,Channa punctata,Freshwater,1,3,3
333415,Chironomus tentans,Freshwater,2,3,2
333415,Clarias gariepinus,Freshwater,1,3,3
333415,Crassostrea virginica,Marine,2,3,2
333415,Cyprinodon variegatus,Unknown,1,3,3
333415,Danio rerio,Freshwater,1,3,3
333415,Daphnia magna,Freshwater,1,3,3
333415,Daphnia magna,Unknown,1,3,2
333415,Daphnia pulex,Freshwater,1,3,2
333415,Daphnia pulex,Unknown,1,3,2
333415,Heteropneustes fossilis,Freshwater,1,3,3
333415,Hydropsyche angustipennis,Freshwater,2,3,2
333415,Lithobates clamitans clamitans,Freshwater,2,3,2
333415,Oreochromis niloticus,Freshwater,2,3,2
333415,Penaeus (Litopenaeus) vannamei,Marine,2,3,2
333415,Salmo trutta,Freshwater,1,3,3
333415,Xenopus laevis,Freshwater,1,3,2
335240,Daphnia magna,Freshwater,1,3,3
335671,Brachionus calyciflorus,Freshwater,2,3,2
335671,Danio rerio,Freshwater,1,3,3
335671,Danio rerio,Unknown,2,3,2
335671,Daphnia magna,Freshwater,1,3,3
335671,Dugesia japonica,Freshwater,1,3,3
335671,Mytilus galloprovincialis,Marine,1,3,3
373024,Daphnia magna,Unknown,1,3,2
375224,Danio rerio,Freshwater,1,3,3
375951,Danio rerio,Freshwater,1,3,3
375951,Daphnia magna,Freshwater,1,3,3
427510,Acartia (Acanthacartia) tonsa,Marine,1,3,3
443481,Daphnia magna,Unknown,1,3,2
446720,Danio rerio,Freshwater,1,3,3
454897,Pimephales promelas,Freshwater,1,3,3
475207,Ceriodaphnia dubia,Unknown,1,3,2
500992,Daphnia magna,Unknown,1,3,2
503764,Crassostrea virginica,Marine,2,3,2
503764,Mercenaria mercenaria,Marine,2,3,2
525666,Ceriodaphnia dubia,Freshwater,1,3,3
525666,Ceriodaphnia dubia,Unknown,1,3,2
525666,Daphnia magna,Freshwater,1,3,3
525666,Daphnia magna,Unknown,1,3,2
527208,Danio rerio,Freshwater,1,3,3
527606,Daphnia magna,Unknown,1,3,2
529204,Pimephales promelas,Freshwater,1,3,3
533744,Dolichospermum flos-aquae,Unknown,1,3,2
534521,Daphnia magna,Freshwater,1,3,3
534521,Daphnia magna,Unknown,1,3,2
541731,Cyclotella meneghiniana,Unknown,2,3,2
541731,Danio rerio,Unknown,1,3,2
541731,Daphnia magna,Freshwater,1,3,3
541731,Daphnia magna,Unknown,1,3,2
541731,Desmodesmus subspicatus,Freshwater,1,3,3
541731,Pimephales promelas,Freshwater,1,3,3
542756,Daphnia magna,Unknown,1,3,3
554007,Daphnia magna,Freshwater,1,3,3
554007,Daphnia magna,Unknown,1,3,2
554007,Oryzias latipes,Freshwater,2,3,2
554007,Poecilia reticulata,Freshwater,2,3,2
554121,Daphnia magna,Unknown,1,3,2
555373,Dunaliella tertiolecta,Marine,2,3,2
555373,Isochrysis galbana,Marine,2,3,2
555373,Mercenaria mercenaria,Marine,2,3,2
555373,Phaeodactylum tricornutum,Marine,2,3,2
557346,Pimephales promelas,Freshwater,1,3,2
563122,Daphnia magna,Unknown,1,3,2
576249,Raphidocelis subcapitata,Unknown,2,3,2
