casnumber_grouped,accepted_name,source,statistic_type,stat_tier,test_class,conc_ug_L
210880925,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,3.4
1912249,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,437.7
7440473,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,530
2212671,Moina australiensis,wqbench,IC25,undefined_x_needs_ruling,chronic,150
60548,Brachionus calyciflorus,wqbench,IC25,undefined_x_needs_ruling,chronic,105560
14808798,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,1280460
85687,Desmodesmus subspicatus,wqbench,EC25,undefined_x_needs_ruling,chronic,208.36599999999999
153719234,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,200
3380345,Dolichospermum flos-aquae,wqbench,EC25,undefined_x_needs_ruling,chronic,0.67
76040,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,5774200
12125029,Cambarunio iris,wqbench,IC25,undefined_x_needs_ruling,chronic,1000
135410207,Chironomus dilutus,wqbench,EC25,undefined_x_needs_ruling,chronic,0.52
7440473,Chlorella vulgaris,wqbench,IC25,undefined_x_needs_ruling,chronic,28.9
7440428,Lampsilis siliquoidea,wqbench,IC25,undefined_x_needs_ruling,chronic,45000
60515,Trichormus variabilis,wqbench,EC25,undefined_x_needs_ruling,chronic,20
63252,Desmonostoc muscorum,wqbench,LC25,undefined_x_needs_ruling,chronic,21880
7440666,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,31.5
14797558,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,358300
1912249,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,147
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,120.96
7440508,Lampsilis siliquoidea,wqbench,IC25,undefined_x_needs_ruling,chronic,8
135410207,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,4.09999999999999
76040,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,74100
138261413,Neocloeon triangulifer,wqbench,LC25,undefined_x_needs_ruling,chronic,1.42
60515,Westiellopsis prolifica,wqbench,EC25,undefined_x_needs_ruling,chronic,100
68359375,Chlorella vulgaris,wqbench,IC25,undefined_x_needs_ruling,chronic,330
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,27900
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,8000
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,13
7440326,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,2000
375735,Chlorella vulgaris,wqbench,EC40,undefined_x_needs_ruling,chronic,124700
7440439,Lithobates pipiens,wqbench,LC30,undefined_x_needs_ruling,chronic,24.5
7631892,Ceriodaphnia silvestrii,wqbench,IC25,undefined_x_needs_ruling,chronic,570
7440508,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,13
14797558,Chironomus xanthus,wqbench,IC25,undefined_x_needs_ruling,chronic,27830
375735,Microcystis aeruginosa,wqbench,EC40,undefined_x_needs_ruling,chronic,78780
76051,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,144500
1912249,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,42.6
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,29
1897456,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,40
79118,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,9300
76039,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,14100
107062,Phaeodactylum tricornutum,wqbench,EC30,undefined_x_needs_ruling,chronic,285000
134523005,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,1700
111988499,Neocloeon triangulifer,wqbench,LC25,undefined_x_needs_ruling,chronic,0.36
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,214.9
3380345,Synedra minutissima var. pelliculosa,wqbench,EC25,undefined_x_needs_ruling,chronic,10.7
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,166.2
7439976,Hyla squirella,wqbench,LC30,undefined_x_needs_ruling,chronic,1.4
1763231,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,4.18
103902,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,32
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,1140000
7440508,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,1080
7440439,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,90
79118,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,7500
68359375,Tetradesmus obliquus,wqbench,IC25,undefined_x_needs_ruling,chronic,320
79118,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,6000
79118,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,5700
7440428,Lampsilis siliquoidea,wqbench,IC25,undefined_x_needs_ruling,chronic,38500
51218452,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,375.7
7440508,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,12
27854315,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,3510
76051,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,225800
7601890,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,212000
14797558,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,1600
77238392,Ceriodaphnia dubia,wqbench,LC25,undefined_x_needs_ruling,chronic,5.26999999999999
1113026,Daphnia magna,wqbench,LC25,undefined_x_needs_ruling,chronic,3.8
14797558,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,358300
14797558,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,50
793248,Lampsilis siliquoidea,wqbench,LC25,undefined_x_needs_ruling,chronic,36
70887944,Daphnia magna,wqbench,EC25,undefined_x_needs_ruling,chronic,171
7664417,Epioblasma capsaeformis,wqbench,IC25,undefined_x_needs_ruling,chronic,1000
793248,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,26
1071836,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,25000
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,146.1
7440508,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,116
335671,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,227000
2921882,Lepomis macrochirus,wqbench,IC25,undefined_x_needs_ruling,chronic,1.6
55335063,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1463.9
76051,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,5052500
60515,Desmonostoc muscorum,wqbench,EC25,undefined_x_needs_ruling,chronic,20
7440473,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,20
7440508,Chironomus riparius,wqbench,LC25,undefined_x_needs_ruling,chronic,41
14797558,Ceriodaphnia dubia,wqbench,LC25,undefined_x_needs_ruling,chronic,150
7439976,Lithobates pipiens,wqbench,LC40,undefined_x_needs_ruling,chronic,10.7
210880925,Chironomus dilutus,wqbench,EC25,undefined_x_needs_ruling,chronic,0.38
7439987,Catostomus commersonii,wqbench,LC25,undefined_x_needs_ruling,chronic,1700
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,24
7440473,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,890
1563662,Desmonostoc muscorum,wqbench,LC25,undefined_x_needs_ruling,chronic,48980
34123596,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,128.89999999999998
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,1340000
1912249,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,52.400000000000006
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,151
14797558,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,1300
375735,Chlorella vulgaris,wqbench,EC40,undefined_x_needs_ruling,chronic,136300
1071836,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,15100
70887842,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,10990
153719234,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,210
7440473,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,700
70887897,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,100000
7789380,Isochrysis galbana,wqbench,EC25,undefined_x_needs_ruling,chronic,9593000
10102451,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,160
70887944,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,1900
79118,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,3900
134523005,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,800
7440508,Phaeodactylum tricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,3.8
5285609,Lampsilis siliquoidea,wqbench,LC25,undefined_x_needs_ruling,chronic,3
165252700,Chironomus dilutus,wqbench,EC25,undefined_x_needs_ruling,chronic,6.119999999999999
793248,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,5
14797558,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,100
122394,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,30
15905869,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,330
2921882,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,0.7940000000000002
88857,Fasciola hepatica,wqbench,LC25,undefined_x_needs_ruling,chronic,2850
7440508,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,40
76040,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,39900
7440508,Champia parvula,wqbench,IC25,undefined_x_needs_ruling,chronic,4.77
7440473,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,2120
210880925,Chironomus dilutus,wqbench,LC25,undefined_x_needs_ruling,chronic,0.3
114078,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,24
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,278000
335671,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,98630
210880925,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,2.8
31430156,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,4.2
2921882,Lepomis macrochirus,wqbench,IC25,undefined_x_needs_ruling,chronic,0.509
1912249,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,79.7
14808798,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,2254900
60548,Brachionus calyciflorus,wqbench,IC25,undefined_x_needs_ruling,chronic,50900
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,4206000
355464,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,4900
10102451,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,201
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,387400
7440508,Phaeodactylum tricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,4
76051,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,114400
40465665,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,25000
7439976,Enhalus acoroides,wqbench,IC25,undefined_x_needs_ruling,chronic,17270
1912249,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,42.65999999999999
79436,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,19800
57636,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,1080
165252700,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,41
1912249,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,7.3
7440508,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,27
111988499,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,41
1912249,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,45.5
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,152.3
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,8000
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,780.9000000000001
76039,Isochrysis galbana,wqbench,EC25,undefined_x_needs_ruling,chronic,109400
793248,Lampsilis siliquoidea,wqbench,LC25,undefined_x_needs_ruling,chronic,10
7439976,Gastrophryne carolinensis,wqbench,LC40,undefined_x_needs_ruling,chronic,1.3
375735,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,85600.00000000001
7440439,Tetradesmus obliquus,wqbench,IC25,undefined_x_needs_ruling,chronic,4.3
122394,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,1198
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,163.35
79118,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,8100
7440020,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,2440
7440280,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,140
210880925,Neocloeon triangulifer,wqbench,LC25,undefined_x_needs_ruling,chronic,0.52
57636,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,180
16887006,Lumbriculus variegatus,wqbench,IC25,undefined_x_needs_ruling,chronic,825000
7440439,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,4.09999999999999
14797558,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,69600
16887006,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,421000
135410207,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,3.7
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,28
4180238,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,6797
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,160
40465665,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,2600
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,10000000
107062,Tetraselmis subcordiformis,wqbench,EC30,undefined_x_needs_ruling,chronic,265000
57929,Brachionus calyciflorus,wqbench,IC25,undefined_x_needs_ruling,chronic,139610
14797558,Ceriodaphnia silvestrii,wqbench,IC25,undefined_x_needs_ruling,chronic,4760
79118,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,9200
135410207,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,4.2
56360,Oncorhynchus mykiss,wqbench,LC25,undefined_x_needs_ruling,chronic,0.2
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,29
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,237200
68359375,Scenedesmus quadricauda,wqbench,IC25,undefined_x_needs_ruling,chronic,2020
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,409.9
61116072,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,160
10102451,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,17
14797558,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,880
7440508,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,211
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,13
7173515,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,211.2
153719234,Planorbella pilsbryi,wqbench,EC25,undefined_x_needs_ruling,chronic,33.099999999999994
15905869,Simocephalus serrulatus,wqbench,EC25,undefined_x_needs_ruling,chronic,920
153719234,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,220
15905869,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,110
76051,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,243200
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,13
14797558,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,1500
7440473,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,400
2795393,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,2640
7664417,Lampsilis fasciola,wqbench,IC25,undefined_x_needs_ruling,chronic,1300
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1467
7440508,Staurastrum cristatum,wqbench,IC25,undefined_x_needs_ruling,chronic,14.1
53826134,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,2700
55335063,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,20.6
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,9.299999999999999
333415,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,0.176
53826134,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,5900
2921882,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,0.88
14797558,Ceriodaphnia silvestrii,wqbench,IC25,undefined_x_needs_ruling,chronic,5620
7439976,Aquarana grylio,wqbench,LC30,undefined_x_needs_ruling,chronic,56.20000000000001
14808798,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,246000
333415,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,1.41
7440439,Lithobates heckscheri,wqbench,LC30,undefined_x_needs_ruling,chronic,27.5
210880925,Planorbella pilsbryi,wqbench,LC25,undefined_x_needs_ruling,chronic,60.1
7439976,Hyla chrysoscelis,wqbench,LC40,undefined_x_needs_ruling,chronic,2.6
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,25
375735,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,73910
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,197
7440508,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,330
122394,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,3518
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,15
3380345,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,120
79118,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,6100
138261413,Planorbella pilsbryi,wqbench,EC25,undefined_x_needs_ruling,chronic,25.5
1912249,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,79.3
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,28
1912249,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,18.2
79436,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,13900
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,33.26
14797558,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,1700
7440439,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,90
122394,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,179
1563662,Desmonostoc muscorum,wqbench,LC25,undefined_x_needs_ruling,chronic,46600
1912249,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,32.29999999999999
13746980,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,20.7
7440224,Tetradesmus obliquus,wqbench,IC25,undefined_x_needs_ruling,chronic,11.5
57929,Brachionus calyciflorus,wqbench,IC25,undefined_x_needs_ruling,chronic,22990
53826134,Daphnia magna,wqbench,EC25,undefined_x_needs_ruling,chronic,39
57636,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,750
76040,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,63400
76039,Cyprinodon variegatus,wqbench,IC25,undefined_x_needs_ruling,chronic,248000
14808798,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,1381000
76039,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,21300
10124319,Poeciliopsis occidentalis,wqbench,IC25,undefined_x_needs_ruling,chronic,24100
7440439,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,40
2921882,Lepomis macrochirus,wqbench,IC25,undefined_x_needs_ruling,chronic,0.873
87865,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,51.5
79436,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,186000
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,125
7440508,Phaeodactylum tricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,3.1
5285609,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,145
79572,Egeria densa,wqbench,EC25,undefined_x_needs_ruling,chronic,155.20000000000002
79572,Egeria densa,wqbench,EC25,undefined_x_needs_ruling,chronic,166.2
1912249,Myriophyllum aquaticum,wqbench,IC25,undefined_x_needs_ruling,chronic,231.5
70887944,Daphnia magna,wqbench,EC25,undefined_x_needs_ruling,chronic,171
335671,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,251
141322,Tetraselmis subcordiformis,wqbench,EC30,undefined_x_needs_ruling,chronic,24250
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,172
85687,Desmodesmus subspicatus,wqbench,EC25,undefined_x_needs_ruling,chronic,198.039
793248,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,141
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,690000
15905869,Cryptomonas erosa,wqbench,IC25,undefined_x_needs_ruling,chronic,400
28159980,Ruppia maritima,wqbench,IC25,undefined_x_needs_ruling,chronic,0.7832999999999999
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,9.9
2795393,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,1350
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,15
298464,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,4600
7439976,Aquarana grylio,wqbench,LC30,undefined_x_needs_ruling,chronic,57.7
75967,Isochrysis galbana,wqbench,EC25,undefined_x_needs_ruling,chronic,291700
14797558,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,181000
22204531,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,32
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,45.6
53826134,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,537
1912249,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,25.98
5285609,Lampsilis siliquoidea,wqbench,LC25,undefined_x_needs_ruling,chronic,4
138261413,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,3.3899999999999997
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,23
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,16
7440508,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,900
72208,Fasciola gigantica,wqbench,LC25,undefined_x_needs_ruling,chronic,1000
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,54.68999999999999
13746980,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,226
7440508,Phaeodactylum tricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,7.7
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,57800
335671,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,60170
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,73.7
68359375,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,0.27399999999999997
138261413,Chironomus riparius,wqbench,EC25,undefined_x_needs_ruling,chronic,2.79
59587381,Microcystis aeruginosa,wqbench,EC30,undefined_x_needs_ruling,chronic,79550
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,5.09999999999999
74610552,Brachionus plicatilis,wqbench,IC25,undefined_x_needs_ruling,chronic,120760
951659408,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,18
138261413,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,9.41
14797558,Ceriodaphnia silvestrii,wqbench,IC25,undefined_x_needs_ruling,chronic,5820
7440439,Gammarus pulex,wqbench,LC25,undefined_x_needs_ruling,chronic,5.09999999999999
375859,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,3200
14797558,Chironomus xanthus,wqbench,IC25,undefined_x_needs_ruling,chronic,28730
10102451,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,40
631641,Isochrysis galbana,wqbench,EC25,undefined_x_needs_ruling,chronic,209300
87865,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,120
10102451,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,35.01
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,844.9
14797558,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,50
74610552,Brachionus calyciflorus,wqbench,IC25,undefined_x_needs_ruling,chronic,47870
138261413,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,150
7440508,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,850
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,13
82657043,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,0.0013
90302,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,77
13746980,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,29.1
7440508,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,156
7440439,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,110
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,240
28159980,Ruppia maritima,wqbench,IC25,undefined_x_needs_ruling,chronic,0.8334
7440508,Epioblasma capsaeformis,wqbench,IC25,undefined_x_needs_ruling,chronic,7.6
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,454000
68359375,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,0.352
793248,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,44
7439987,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,100000
76039,Cyprinodon variegatus,wqbench,IC25,undefined_x_needs_ruling,chronic,246800
7440508,Chlorella vulgaris,wqbench,IC25,undefined_x_needs_ruling,chronic,9.799999999999999
