casnumber_grouped,accepted_name,source,statistic_type,stat_tier,test_class,conc_ug_L
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,24
76039,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,21700
10588019,Ambystoma maculatum,wqbench,MCIG,UNCLASSIFIED,chronic,20000
7440508,Stigeoclonium helveticum,wqbench,IC25,undefined_x_needs_ruling,chronic,18.86
79118,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,9100
76879,Oncorhynchus mykiss,wqbench,LC25,undefined_x_needs_ruling,chronic,0.2
7440224,Staurastrum cristatum,wqbench,IC25,undefined_x_needs_ruling,chronic,5
14808798,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,1381000
57929,Brachionus calyciflorus,wqbench,IC25,undefined_x_needs_ruling,chronic,38500
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,36
79118,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,4500
375859,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,3200
75967,Isochrysis galbana,wqbench,EC25,undefined_x_needs_ruling,chronic,317100
7439987,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,1488000
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,503300
74610552,Brachionus calyciflorus,wqbench,IC25,undefined_x_needs_ruling,chronic,484570
14797558,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,1400
53826134,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,996
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,52700
7440439,Aquarana grylio,wqbench,LC40,undefined_x_needs_ruling,chronic,47.6
14797558,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,1400
1912249,Lampsilis siliquoidea,wqbench,EC25,undefined_x_needs_ruling,chronic,903
210880925,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,9180
141537,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,1190000
7439987,Oncorhynchus clarkii,wqbench,EC25,undefined_x_needs_ruling,chronic,89900
138261413,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,48
7440508,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,820
76040,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,65099.99999999999
7440508,Stigeoclonium helveticum,wqbench,IC25,undefined_x_needs_ruling,chronic,24.39999999999999
2921882,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,1.32
138261413,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,3.02999999999999
7440439,Lithobates heckscheri,wqbench,LC40,undefined_x_needs_ruling,chronic,41.29999999999999
10102451,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,182
1912249,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,2342
90302,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,83
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,22
7440508,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,120
70887842,Chlorella vulgaris,wqbench,EC25,undefined_x_needs_ruling,chronic,3800
7601890,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,2200
15905869,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,2700
70887842,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,11520
319846,Oryzias latipes,wqbench,LC25,undefined_x_needs_ruling,chronic,900
7440666,Salmo trutta,wqbench,IC25,undefined_x_needs_ruling,chronic,409
165252700,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,21
138261413,Daphnia magna,wqbench,LC25,undefined_x_needs_ruling,chronic,23430
82657043,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,0.22
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,2110.2
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,251700
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,113800
7601890,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,17000
7439976,Lithobates heckscheri,wqbench,LC40,undefined_x_needs_ruling,chronic,53.6
111988499,Ceriodaphnia dubia,wqbench,LC25,undefined_x_needs_ruling,chronic,5100
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,161
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,15
87865,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,31.5
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,19700
63252,Xyrauchen texanus,wqbench,IC25,undefined_x_needs_ruling,chronic,2060
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,125.1
13746980,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,332
27854315,Chironomus dilutus,wqbench,EC25,undefined_x_needs_ruling,chronic,440
14797558,Ceriodaphnia silvestrii,wqbench,IC25,undefined_x_needs_ruling,chronic,4070.0000000000005
27854315,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,7300
3380345,Danio rerio,wqbench,IC25,undefined_x_needs_ruling,chronic,160
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,134100
122394,Pimephales promelas,wqbench,LC25,undefined_x_needs_ruling,chronic,2422
10102451,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,160
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,81.7
7440473,Staurastrum cristatum,wqbench,IC25,undefined_x_needs_ruling,chronic,11.2
298464,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,2300
14797558,Chironomus dilutus,wqbench,LC25,undefined_x_needs_ruling,chronic,2350
110861,Tubifex tubifex,wqbench,LC25,undefined_x_needs_ruling,chronic,3130
76039,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,35400
1912249,Pithophora roettleri,wqbench,EC25,undefined_x_needs_ruling,chronic,9
55335063,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,897.2000000000002
15905869,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,27
7440382,Chironomus dilutus,wqbench,LC25,undefined_x_needs_ruling,chronic,47940
1912249,Myriophyllum aquaticum,wqbench,IC25,undefined_x_needs_ruling,chronic,275.69
7440473,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,320
55335063,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,692.7
78488,Oncorhynchus mykiss,wqbench,LC31,undefined_x_needs_ruling,chronic,230
1912249,Myriophyllum aquaticum,wqbench,IC25,undefined_x_needs_ruling,chronic,35.16
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,7890400
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,670000
28159980,Stuckenia pectinata,wqbench,IC25,undefined_x_needs_ruling,chronic,3.0988
90302,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,92
1912249,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,601.7
75967,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,160900
51218452,Dunaliella tertiolecta,wqbench,EC25,undefined_x_needs_ruling,chronic,7510
631641,Cyprinodon variegatus,wqbench,IC25,undefined_x_needs_ruling,chronic,349900
7440473,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,640
28159980,Ruppia maritima,wqbench,IC25,undefined_x_needs_ruling,chronic,0.7257
7440666,Nitzschia closterium,wqbench,IC25,undefined_x_needs_ruling,chronic,142.00000000000003
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,368.9
14797558,Ceriodaphnia dubia,wqbench,LC25,undefined_x_needs_ruling,chronic,50
57636,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,980
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,201.6
355464,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,2500
16887006,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,421000
59587381,Chlorella vulgaris,wqbench,EC40,undefined_x_needs_ruling,chronic,268500
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,146000
60515,Calothrix parietina,wqbench,EC25,undefined_x_needs_ruling,chronic,100
2921882,Lepomis macrochirus,wqbench,IC25,undefined_x_needs_ruling,chronic,1.2
14797558,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,177700
1071836,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,16000
13746980,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,8.3
70887886,Chlorella vulgaris,wqbench,EC25,undefined_x_needs_ruling,chronic,15900
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,880
59587381,Microcystis aeruginosa,wqbench,EC40,undefined_x_needs_ruling,chronic,77210
319846,Oryzias latipes,wqbench,LC25,undefined_x_needs_ruling,chronic,1100
7440473,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,1000
101043372,Lampsilis siliquoidea,wqbench,LC25,undefined_x_needs_ruling,chronic,100
10124319,Ptychocheilus lucius,wqbench,IC25,undefined_x_needs_ruling,chronic,8900
12125029,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,3950
7439987,Catostomus commersonii,wqbench,EC25,undefined_x_needs_ruling,chronic,1700
7440508,Phaeodactylum tricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,4.3
333415,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,0.177
7778430,Ambystoma maculatum,wqbench,MCIG,UNCLASSIFIED,chronic,200000
7440508,Champia parvula,wqbench,IC25,undefined_x_needs_ruling,chronic,3.85
79436,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,29300
7782505,Notropis mekistocholas,wqbench,IC25,undefined_x_needs_ruling,chronic,603
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,117000
122394,Lampsilis siliquoidea,wqbench,LC25,undefined_x_needs_ruling,chronic,46
7440508,Epioblasma capsaeformis,wqbench,IC25,undefined_x_needs_ruling,chronic,7.6
60548,Brachionus calyciflorus,wqbench,IC25,undefined_x_needs_ruling,chronic,94280
59587381,Microcystis aeruginosa,wqbench,EC40,undefined_x_needs_ruling,chronic,166000
2921882,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,0.447
1912249,Myriophyllum aquaticum,wqbench,IC25,undefined_x_needs_ruling,chronic,32.559999999999995
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,800000
1912249,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,66.06
7440508,Stigeoclonium helveticum,wqbench,IC25,undefined_x_needs_ruling,chronic,26.82
7440428,Lumbriculus variegatus,wqbench,IC25,undefined_x_needs_ruling,chronic,12700
79572,Egeria densa,wqbench,EC25,undefined_x_needs_ruling,chronic,119.8
1763231,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,2.226
51218452,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,2987
28159980,Ruppia maritima,wqbench,IC25,undefined_x_needs_ruling,chronic,0.3497
138261413,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,2.31
375735,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,85600.00000000001
153719234,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,190
111988499,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,25
59587381,Chlorella vulgaris,wqbench,EC30,undefined_x_needs_ruling,chronic,124700
13746980,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,285.00000000000006
333415,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,2.8
14808798,Ceriodaphnia dubia,wqbench,EC25,undefined_x_needs_ruling,chronic,1212000
16887006,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,600000
7440508,Champia parvula,wqbench,IC25,undefined_x_needs_ruling,chronic,2.649
16887006,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,954000
85687,Synedra minutissima var. pelliculosa,wqbench,EC25,undefined_x_needs_ruling,chronic,169.601
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,76100
57636,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,760
375735,Microcystis aeruginosa,wqbench,EC30,undefined_x_needs_ruling,chronic,67140
111988499,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,23
138261413,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,6.22
50000,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,15550
1912249,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,53
10124319,Gila elegans,wqbench,IC25,undefined_x_needs_ruling,chronic,11000
141537,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,1670000
13746980,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,7.62
7440473,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,7.6
7440326,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,26400
55335063,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,24.8
14808798,Pseudacris regilla,wqbench,EC25,undefined_x_needs_ruling,chronic,1560000
135410207,Ceriodaphnia dubia,wqbench,LC25,undefined_x_needs_ruling,chronic,19480
51218452,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,2987
138261413,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,3.12
79436,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,46000
138261413,Planorbella pilsbryi,wqbench,EC25,undefined_x_needs_ruling,chronic,26.200000000000003
14797558,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,30
210880925,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,2.9
7440508,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,220
7440508,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,137
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,22
7440280,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,80
1912249,Raphidocelis subcapitata,wqbench,EC25,undefined_x_needs_ruling,chronic,50.18
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,125.8
7440439,Hyla chrysoscelis,wqbench,LC30,undefined_x_needs_ruling,chronic,22.8
7440439,Gastrophryne carolinensis,wqbench,LC40,undefined_x_needs_ruling,chronic,29.5
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,125
77238392,Daphnia magna,wqbench,EC25,undefined_x_needs_ruling,chronic,23.289999999999992
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,36.7
14797558,Ceriodaphnia dubia,wqbench,LC25,undefined_x_needs_ruling,chronic,120
7439976,Gastrophryne carolinensis,wqbench,LC30,undefined_x_needs_ruling,chronic,0.9000000000000001
75967,Cyprinodon variegatus,wqbench,IC25,undefined_x_needs_ruling,chronic,575200
2921882,Lepomis macrochirus,wqbench,IC25,undefined_x_needs_ruling,chronic,0.9420000000000001
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1061.7
13746980,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,159
38641940,Pithophora roettleri,wqbench,EC25,undefined_x_needs_ruling,chronic,42000
76051,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,392200
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,42500
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,220.29999999999998
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,17100
78488,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,4.49
14797558,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,102400
8002059,Mytilus edulis,wqbench,EC25,undefined_x_needs_ruling,chronic,1100
5285609,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,70
14797558,Chironomus xanthus,wqbench,IC25,undefined_x_needs_ruling,chronic,26880
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,12
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,22
14808798,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,1266760
7440428,Lumbriculus variegatus,wqbench,IC25,undefined_x_needs_ruling,chronic,25900
111988499,Chironomus dilutus,wqbench,EC25,undefined_x_needs_ruling,chronic,0.075
7440439,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,350
141537,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,2300000
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,73300
90302,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,156
74610552,Brachionus plicatilis,wqbench,IC25,undefined_x_needs_ruling,chronic,941780
7440508,Tubifex tubifex,wqbench,IC25,undefined_x_needs_ruling,chronic,37
7439987,Oncorhynchus clarkii,wqbench,EC25,undefined_x_needs_ruling,chronic,87800
7440439,Lithobates pipiens,wqbench,LC40,undefined_x_needs_ruling,chronic,37.6
10102451,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,4.6
14797558,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,115500
27854315,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,2500
165252700,Chironomus dilutus,wqbench,LC25,undefined_x_needs_ruling,chronic,11.96
7440280,Selenastrum capricornutum,wqbench,IC25,undefined_x_needs_ruling,chronic,60
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,20
7440439,Chlorella vulgaris,wqbench,IC25,undefined_x_needs_ruling,chronic,2.9
7439976,Bufo punctatus,wqbench,LC40,undefined_x_needs_ruling,chronic,67.3
16887006,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,1705000
7440508,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,42
87865,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,65
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,174.13
7440382,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,26010
5285609,Pimephales promelas,wqbench,EC25,undefined_x_needs_ruling,chronic,116
76039,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,51500
51218452,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,522.9
76039,Daphnia magna,wqbench,IC25,undefined_x_needs_ruling,chronic,314900
87865,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,36
55335063,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,45.8
165252700,Chironomus dilutus,wqbench,EC25,undefined_x_needs_ruling,chronic,8.41
56360,Macrocystis pyrifera,wqbench,IC25,undefined_x_needs_ruling,chronic,8.265
951659408,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,18
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,235
51218452,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,1324.8
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,23
53826123,Chlorella vulgaris,wqbench,EC25,undefined_x_needs_ruling,chronic,13100
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,1060000
7440508,Cambarunio iris,wqbench,IC25,undefined_x_needs_ruling,chronic,6.3
76040,Myriophyllum sibiricum,wqbench,EC25,undefined_x_needs_ruling,chronic,88900
38641940,Pithophora roettleri,wqbench,EC25,undefined_x_needs_ruling,chronic,17600
12125029,Cambarunio iris,wqbench,IC25,undefined_x_needs_ruling,chronic,730
1912249,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,62.6
79436,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,18300
7440439,Hyla chrysoscelis,wqbench,LC30,undefined_x_needs_ruling,chronic,20
7440020,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,310
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,15
7631892,Ceriodaphnia silvestrii,wqbench,IC25,undefined_x_needs_ruling,chronic,610
87865,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,297
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,12
165252700,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,42
7439976,Lithobates heckscheri,wqbench,LC30,undefined_x_needs_ruling,chronic,49.3
70887897,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,100000
1912249,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,2987
70887900,Chironomus tentans,wqbench,EC25,undefined_x_needs_ruling,chronic,100000
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,11
7440439,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,40
1912249,Elodea canadensis,wqbench,EC25,undefined_x_needs_ruling,chronic,10.8
1912249,Raphidocelis subcapitata,wqbench,IC40,undefined_x_needs_ruling,chronic,55
87865,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,71.00000000000001
631641,Isochrysis galbana,wqbench,EC25,undefined_x_needs_ruling,chronic,217100
55335063,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,149.60000000000002
95761,Oncorhynchus mykiss,wqbench,EC25,undefined_x_needs_ruling,chronic,200
7440508,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,110
14797558,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,150
7778430,Sarcodia suiae,wqbench,IC25,undefined_x_needs_ruling,chronic,133.6
7440508,Raphidocelis subcapitata,wqbench,IC25,undefined_x_needs_ruling,chronic,104
15687271,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,32
335671,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,56400
210880925,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,2.8
7440508,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,42
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,8000
50000,Tubifex tubifex,wqbench,LC25,undefined_x_needs_ruling,chronic,200
7440439,Bufo punctatus,wqbench,LC30,undefined_x_needs_ruling,chronic,4701.000000000001
40465665,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,10100
7439976,Bufo punctatus,wqbench,LC40,undefined_x_needs_ruling,chronic,63.8
7440473,Tetradesmus obliquus,wqbench,IC25,undefined_x_needs_ruling,chronic,64.7
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,7.9
10124319,Cyprinella monacha,wqbench,IC25,undefined_x_needs_ruling,chronic,15800
2921882,Lepomis macrochirus,wqbench,IC25,undefined_x_needs_ruling,chronic,1.6800000000000002
134523005,Chironomus tentans,wqbench,LC25,undefined_x_needs_ruling,chronic,10100
51036,Hyalella azteca,wqbench,EC25,undefined_x_needs_ruling,chronic,42.4
1763231,Chironomus dilutus,wqbench,IC25,undefined_x_needs_ruling,chronic,4.2
79436,Myriophyllum spicatum,wqbench,EC25,undefined_x_needs_ruling,chronic,492900
1912249,Lemna minor,wqbench,IC25,undefined_x_needs_ruling,chronic,179
14797558,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,23500
3380345,Skeletonema costatum,wqbench,EC25,undefined_x_needs_ruling,chronic,66
7440508,Etheostoma fonticola,wqbench,IC25,undefined_x_needs_ruling,chronic,9.299999999999999
7440508,Tetradesmus obliquus,wqbench,IC25,undefined_x_needs_ruling,chronic,8.8
7440439,Enhalus acoroides,wqbench,IC25,undefined_x_needs_ruling,chronic,14220
14797558,Hyalella azteca,wqbench,LC25,undefined_x_needs_ruling,chronic,130
127082,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,324000
7439921,Hyalella azteca,wqbench,IC25,undefined_x_needs_ruling,chronic,29
14808798,Pseudacris regilla,wqbench,EC25,undefined_x_needs_ruling,chronic,1348000
51752,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,4580
2921882,Lepomis macrochirus,wqbench,IC25,undefined_x_needs_ruling,chronic,1.76
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,24
4685147,Fasciola gigantica,wqbench,LC25,undefined_x_needs_ruling,chronic,1500
138261413,Planorbella pilsbryi,wqbench,LC25,undefined_x_needs_ruling,chronic,171.7
1071836,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,10700
7440439,Lithobates heckscheri,wqbench,LC40,undefined_x_needs_ruling,chronic,46.300000000000004
7440326,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,2500
63252,Ceriodaphnia dubia,wqbench,IC25,undefined_x_needs_ruling,chronic,330
7439976,Hyla chrysoscelis,wqbench,LC30,undefined_x_needs_ruling,chronic,1.7
40465665,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,7000
94757,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,67.2
7440508,Stigeoclonium helveticum,wqbench,IC25,undefined_x_needs_ruling,chronic,15.049999999999999
1071836,Lemna gibba,wqbench,IC25,undefined_x_needs_ruling,chronic,14500
7440508,Pimephales promelas,wqbench,IC25,undefined_x_needs_ruling,chronic,13
16887006,Isonychia bicolor,wqbench,IC25,undefined_x_needs_ruling,chronic,2640000
59756604,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,37
7439976,Hyla squirella,wqbench,LC30,undefined_x_needs_ruling,chronic,1.4
7440224,Chlorella vulgaris,wqbench,IC25,undefined_x_needs_ruling,chronic,5.8999999999999995
7439976,Hyla chrysoscelis,wqbench,LC40,undefined_x_needs_ruling,chronic,2.1
7440508,Nitzschia closterium,wqbench,IC25,undefined_x_needs_ruling,chronic,21
7440508,Oncorhynchus mykiss,wqbench,IC25,undefined_x_needs_ruling,chronic,21
7664417,Cambarunio iris,wqbench,IC25,undefined_x_needs_ruling,chronic,1000
51235042,Myriophyllum sibiricum,wqbench,IC25,undefined_x_needs_ruling,chronic,32.9
1563662,Desmonostoc muscorum,wqbench,LC25,undefined_x_needs_ruling,chronic,44670
