source,scientificname,kingdom,phylum,subphylum,superclass,class,order_taxon,family,genus,common_name,source_majorgroup,source_minorgroup,source_trophic,source_ecological,source_animaltype,source_animalcategory,isheterotroph,ncbi_taxid
anztox,Chlamydomonas moewusii,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlamydomonas reinhardtii,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlamydomonas segnis,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlamydomonas sp,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlorella fusca,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlorella kessleri,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlorella ovalis,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlorella protothecoides,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,Algae,Chlorophyceae,NA,NA,Others,Green algae,NA,NA
anztox,Chlorella pyrenoidosa,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,Algae,Chlorophyceae,NA,NA,Others,Green algae,NA,NA
anztox,Chlorella saccharophila,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlorella sp,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,Algae,Chlorophyceae,NA,NA,Others,Green algae,NA,NA
anztox,Chlorella sp.,Plantae,Chlorophyta,NA,NA,Chlorophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalga,FALSE,NA
anztox,Chlorella vulgaris,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlorococcum sp,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chlorococcum sp.,Bacteria,Cyanobacteria,NA,NA,Cyanophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Chlorophycota,NA,NA,NA,NA,NA,NA,NA,NA,Green algae phylum,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Chroococcus minor,Bacteria,Cyanobacteria,NA,NA,Cyanophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria,FALSE,NA
anztox,Chroococcus sp. H4,Bacteria,Cyanobacteria,NA,NA,Cyanophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Chroococcus sp. S27,Bacteria,Cyanobacteria,NA,NA,Cyanophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Chroococcus sp. S58,Bacteria,Cyanobacteria,NA,NA,Cyanophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Chydorus sphaericus,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cipangopaludina malleata,NA,NA,NA,NA,NA,NA,NA,NA,Mud snail,ML,GASR,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Cirolana borealis,NA,NA,NA,NA,NA,NA,NA,NA,Marine sowbug,CR,ISOP,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cirrhinus mrigala,NA,NA,NA,NA,NA,NA,NA,NA,"Carp, hawk fish",OS,CYPI,NA,NA,Fish,Fish,NA,NA
anztox,Citharichthys stigmaeus,NA,NA,NA,NA,NA,NA,NA,NA,Speckled sanddab,OS,BOTH,NA,NA,Fish,Fish,NA,NA
anztox,Claassenia sabulosa,NA,NA,NA,NA,NA,NA,NA,NA,Stonefly,IN,PLEC,NA,NA,Invertebrate,Insects,NA,NA
anztox,Cladocera,NA,NA,NA,NA,NA,NA,NA,NA,Water flea order,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Clarias batrachus,NA,NA,NA,NA,NA,NA,NA,NA,Walking catfish,OS,CLAR,NA,NA,Fish,Fish,NA,NA
anztox,Cloeon dipterum,NA,NA,NA,NA,NA,NA,NA,NA,Mayfly,IN,EPHE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Clostridium botulinum,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,NA,NA,NA,NA,Others,Bacteria,NA,NA
anztox,Clupea harengus,NA,NA,NA,NA,NA,NA,NA,NA,Herring,OS,CLUP,NA,NA,Fish,Fish,NA,NA
anztox,Clupea harengus pallasi,NA,NA,NA,NA,NA,NA,NA,NA,Pacific herring,OS,CLUP,NA,NA,Fish,Fish,NA,NA
anztox,Cobitidae,NA,NA,NA,NA,NA,NA,NA,NA,Loach Family,OS,GOBI,NA,NA,Fish,Fish,NA,NA
anztox,Coccochloris peniocystis,NA,NA,NA,NA,NA,NA,NA,NA,Blue-green algae,CY,CYAN,NA,NA,Plant,Blue-green algae,NA,NA
anztox,Coelambus novemlimeatus,NA,NA,NA,NA,NA,NA,NA,NA,Beetle,NA,NA,NA,NA,NA,NA,NA,NA
anztox,Colisa fasciata,NA,NA,NA,NA,NA,NA,NA,NA,Giant gourami,OS,ANAB,NA,NA,Fish,Fish,NA,NA
anztox,Coloburiscus humeralis,NA,NA,NA,NA,NA,NA,NA,NA,Mayfly,IN,EPHE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,Copepod subclass,CR,COPE,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Corbicula fluminea,NA,NA,NA,NA,NA,NA,NA,NA,Asiatic clam,ML,BIVA,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Coregonus clupeaformis,NA,NA,NA,NA,NA,NA,NA,NA,Lake whitefish,OS,LACT,NA,NA,Fish,Fish,NA,NA
anztox,Corixa punctata,NA,NA,NA,NA,NA,NA,NA,NA,Water boatman,IN,HEMI,NA,NA,Invertebrate,Insects,NA,NA
anztox,Corixa sp.,NA,NA,NA,NA,NA,NA,NA,NA,Water boatman,IN,HEMI,NA,NA,Invertebrate,Insects,NA,NA
anztox,Corophium insidiosum,NA,NA,NA,NA,NA,NA,NA,NA,Scud,Crustacea,Amphipoda,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Corophium volutator,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cottus cognatus,NA,NA,NA,NA,NA,NA,NA,NA,Slimy sculpin,OS,COTT,NA,NA,Fish,Fish,NA,NA
anztox,Cpannonicus,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Crangon crangon,NA,NA,NA,NA,NA,NA,NA,NA,Common shrimp,CR,DECA,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Crangon franciscorum,NA,NA,NA,NA,NA,NA,NA,NA,Bay shrimp,CR,DECA,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Crangon septemspinosa,NA,NA,NA,NA,NA,NA,NA,NA,Sand shrimp,CR,DECA,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Crangon sp,NA,NA,NA,NA,NA,NA,NA,NA,Caridean shrimp,CR,DECA,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Crangonyx pseudogracilis,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Crangonyx richmondensis lauren,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Crassostrea gigas,NA,NA,NA,NA,NA,NA,NA,NA,Pacific oyster,ML,BIVA,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Crassostrea madrasensis,NA,NA,NA,NA,NA,NA,NA,NA,Oyster,ML,BIVA,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Crassostrea rhizophorae,NA,NA,NA,NA,NA,NA,NA,NA,Mangrove oyster,ML,BIVA,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Crassostrea sp.,NA,NA,NA,NA,NA,NA,NA,NA,Oyster,ML,BIVA,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Crassostrea virginica,NA,NA,NA,NA,NA,NA,NA,NA,American or virginia oyster,ML,BIVA,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Craticula accomoda,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Crinia insignifera,NA,NA,NA,NA,NA,NA,NA,NA,Frog,Amphibia,Myobatrachidae,NA,NA,Others,Amphibians,NA,NA
anztox,Cryptomonas ozolini,NA,NA,NA,NA,NA,NA,NA,NA,Cryptomonad,NA,NA,NA,NA,NA,NA,NA,NA
anztox,Cryptophyceae,NA,NA,NA,NA,NA,NA,NA,NA,Cryptomonads,AL,CRYP,NA,NA,Plant,Brown algae,NA,NA
anztox,Ctenodrilus serratus,NA,NA,NA,NA,NA,NA,NA,NA,Polychaete,AN,POLY,NA,NA,Invertebrate,Annelids,NA,NA
anztox,Ctenopharyngodon idella,NA,NA,NA,NA,NA,NA,NA,NA,"Grass carp, white amur",OS,CYPI,NA,NA,Fish,Fish,NA,NA
anztox,Culex pipiens,NA,NA,NA,NA,NA,NA,NA,NA,Mosquito,IN,DIPT,NA,NA,Invertebrate,Insects,NA,NA
anztox,Culex pipiens molestus,NA,NA,NA,NA,NA,NA,NA,NA,Mosquito,IN,DIPT,NA,NA,Invertebrate,Insects,NA,NA
anztox,Culex sp,NA,NA,NA,NA,NA,NA,NA,NA,Mosquito,IN,DIPT,NA,NA,Invertebrate,Insects,NA,NA
anztox,Cyanophycota,NA,NA,NA,NA,NA,NA,NA,NA,Blue-green algae phylum,CY,CYAN,NA,NA,Plant,Blue-green algae,NA,NA
anztox,Cyclaspis usitata,NA,NA,NA,NA,NA,NA,NA,NA,Cumacean,Crustacea,Decapoda,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cyclops abyssorum prealpinus,NA,NA,NA,NA,NA,NA,NA,NA,Cyclopoid copepod,CR,COPE,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cyclops sp,NA,NA,NA,NA,NA,NA,NA,NA,Cyclopoid copepod,CR,COPE,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cyclops vicinus,NA,NA,NA,NA,NA,NA,NA,NA,Cyclopoid copepod,CR,COPE,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cyclops viridis,NA,NA,NA,NA,NA,NA,NA,NA,Cyclopoid copepod,CR,COPE,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cyclotella meneghiniana,NA,NA,NA,NA,NA,NA,NA,NA,Diatom,AL,BACI,NA,NA,Plant,Diatom,NA,NA
anztox,Cyclotella nana,NA,NA,NA,NA,NA,NA,NA,NA,Diatom,AL,BACI,NA,NA,Plant,Diatom,NA,NA
anztox,Cypretta seurati,Animalia,Arthropoda,NA,NA,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microinvertebrate,NA,NA
anztox,Cypria sp,NA,NA,NA,NA,NA,NA,NA,NA,Ostracod,CR,OSTR,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cypridopsis vidua,NA,NA,NA,NA,NA,NA,NA,NA,Ostracod,CR,OSTR,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Cyprinodon variegatus,NA,NA,NA,NA,NA,NA,NA,NA,Sheepshead minnow,OS,CYPO,NA,NA,Fish,Fish,NA,NA
anztox,Cyprinus carpio,NA,NA,NA,NA,NA,NA,NA,NA,European carp (fish),Osteichthyes,Cyanophyceae,NA,NA,Fish,Fish,NA,NA
anztox,Cyprinus carpio carpio,NA,NA,NA,NA,NA,NA,NA,NA,Carp,OS,CYPI,NA,NA,Fish,Fish,NA,NA
anztox,Cyprinus carpio communis,NA,NA,NA,NA,NA,NA,NA,NA,Carp,OS,CYPI,NA,NA,Fish,Fish,NA,NA
anztox,Cypris pubera,NA,NA,NA,NA,NA,NA,NA,NA,Ostracod,CR,OSTR,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Danio rerio,NA,NA,NA,NA,NA,NA,NA,NA,Zebra danio,Osteichthyes,Cyprinidae,NA,NA,Fish,Fish,NA,NA
anztox,Danio sp,NA,NA,NA,NA,NA,NA,NA,NA,Danio,OS,NA,NA,NA,Fish,Fish,NA,NA
anztox,Daphnia carinata,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,Crustacea,Cladoceron,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Daphnia galeata mendotae,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Daphnia longispina,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Daphnia magna,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,Crustacea,Cladoceron,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Daphnia mendotae,NA,NA,NA,NA,NA,NA,NA,NA,Waterflea,CR,CLAD,NA,NA,Invertebrate,NA,NA,NA
anztox,Daphnia obtysa,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Daphnia pulex,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Daphnia similis,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Daphnia sp,NA,NA,NA,NA,NA,NA,NA,NA,Water flea,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Daphnia spinulata,NA,NA,NA,NA,NA,NA,NA,NA,Cladocera,CR,CLAD,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Deleatidium sp,NA,NA,NA,NA,NA,NA,NA,NA,Mayfly,IN,EPHE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Dendraster excentricus,NA,NA,NA,NA,NA,NA,NA,NA,Sand dollar,EC,ECHI,NA,NA,Invertebrate,Echinoderms,NA,NA
anztox,Desmodesmus subspicatus,Plantae,Chlorophyta,NA,NA,Chlorophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Diaptomus mississipiens,NA,NA,NA,NA,NA,NA,NA,NA,Copepod,CR,COPE,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Diaptomus sp,NA,NA,NA,NA,NA,NA,NA,NA,Calanoid copepod,CR,CALA,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Dineutus americanus,NA,NA,NA,NA,NA,NA,NA,NA,Whirligig beetle,IN,COLE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Dinophilus gyrociliatus,NA,NA,NA,NA,NA,NA,NA,NA,Archiannelid,AN,POLY,NA,NA,Invertebrate,Annelids,NA,NA
anztox,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,Dinoflagellate class,AL,PYRR,NA,NA,Plant,Dinoflagellates,NA,NA
anztox,Ditylum brightwellii,NA,NA,NA,NA,NA,NA,NA,NA,Diatom,AL,BACI,NA,NA,Plant,Diatom,NA,NA
anztox,Dreissena polymorpha,NA,NA,NA,NA,NA,NA,NA,NA,Zebra mussel,ML,BIVA,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Dugesia gonocephala,NA,NA,NA,NA,NA,NA,NA,NA,"Turbellarian, flatworm",PL,TURB,NA,NA,Invertebrate,Platyhelmenthes,NA,NA
anztox,Dugesia tigrina,NA,NA,NA,NA,NA,NA,NA,NA,"Turbellarian, flatworm",PL,TURB,NA,NA,Invertebrate,Platyhelmenthes,NA,NA
anztox,Dunaliella euchlora,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Dunaliella salina,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Dunaliella sp,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Dunaliella tertiolecta,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,Algae,Chlorophyceae,NA,NA,Others,Green algae,NA,NA
anztox,Dytiscus sp,NA,NA,NA,NA,NA,NA,NA,NA,Diving beetle,IN,COLE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Echinostoma trivolvis,Animalia,Platyhelminthes,NA,NA,Trematoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microinvertebrate,TRUE,NA
anztox,Elasmopus pectinicrus,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Elasmopus rapax,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Elminius modestus,NA,NA,NA,NA,NA,NA,NA,NA,Australian barnacle,CR,CIRR,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Elodea canadensis,NA,NA,NA,NA,NA,NA,NA,NA,Water weed,Liliopsida,Hydrocharitales,NA,NA,Plant,Macrophytes,NA,NA
anztox,Emiliania huxleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phytoplankton,Haptophyta,NA,NA,Others,NA,NA,NA
anztox,Enallagma sp,NA,NA,NA,NA,NA,NA,NA,NA,Damselfly,IN,ODON,NA,NA,Invertebrate,Insects,NA,NA
anztox,Enchytraeus albidus,NA,NA,NA,NA,NA,NA,NA,NA,Potworm,AN,OLIG,NA,NA,Invertebrate,Annelids,NA,NA
anztox,Encyonema silesiacum,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Engraulis mordax,NA,NA,NA,NA,NA,NA,NA,NA,Northern anchovy,OS,ENGR,NA,NA,Fish,Fish,NA,NA
anztox,Ensimulium sp.,NA,NA,NA,NA,NA,NA,NA,NA,Blackfly,NA,NA,NA,NA,NA,NA,NA,NA
anztox,Enteromorpha sp,NA,NA,NA,NA,NA,NA,NA,NA,Green algae,AL,CHLO,NA,NA,Plant,Green algae,NA,NA
anztox,Entomoneis punctulata,NA,NA,NA,NA,NA,NA,NA,NA,Diatom,Algae,Bacillariophyceae,NA,NA,Others,Red algae,NA,NA
anztox,Entosiphon sulcatum,NA,NA,NA,NA,NA,NA,NA,NA,Flagellate euglenoid,AL,EUGL,NA,NA,Others,NA,NA,NA
anztox,Eohaustorius estuarius,NA,NA,NA,NA,NA,NA,NA,NA,Amphipod,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Eolimna minima,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Epeorus longimanus,NA,NA,NA,NA,NA,NA,NA,NA,Mayfly,IN,EPHE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Ephemera simulans,NA,NA,NA,NA,NA,NA,NA,NA,Mayfly,IN,EPHE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Ephemerella grandis,NA,NA,NA,NA,NA,NA,NA,NA,Mayfly,IN,EPHE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Ephemerella sp,NA,NA,NA,NA,NA,NA,NA,NA,Mayfly,IN,EPHE,NA,NA,Invertebrate,Insects,NA,NA
anztox,Eristalis sp,NA,NA,NA,NA,NA,NA,NA,NA,Flower fly,IN,DIPT,NA,NA,Invertebrate,Insects,NA,NA
anztox,Esomus danrica,NA,NA,NA,NA,NA,NA,NA,NA,Flying barb,OS,NA,NA,NA,Fish,Fish,NA,NA
anztox,Esox lucius,NA,NA,NA,NA,NA,NA,NA,NA,Northern pike,OS,ESOC,NA,NA,Fish,Fish,NA,NA
anztox,Etheostoma spectabile,NA,NA,NA,NA,NA,NA,NA,NA,Orangethroat darter,OS,PERC,NA,NA,Fish,Fish,NA,NA
anztox,Eualus sp,NA,NA,NA,NA,NA,NA,NA,NA,Shrimp,CR,DECA,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Eucyclops agilis,NA,NA,NA,NA,NA,NA,NA,NA,Copepode,CR,COPE,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Eucyclops sp,NA,NA,NA,NA,NA,NA,NA,NA,Cyclopoid copepod,CR,COPE,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Eudiaptomus gracilis,NA,NA,NA,NA,NA,NA,NA,NA,Calanoid copepod,CR,CALA,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Eudiaptomus padanus padanus,NA,NA,NA,NA,NA,NA,NA,NA,Calanoid copepod,CR,CALA,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Eurythoe complanata,NA,NA,NA,NA,NA,NA,NA,NA,Fireworm,NA,NA,NA,NA,Invertebrate,NA,NA,NA
anztox,Eusimulium sp,NA,NA,NA,NA,NA,NA,NA,NA,Blackfly,IN,DIPT,NA,NA,Invertebrate,Insects,NA,NA
anztox,Eylais hamata,NA,NA,NA,NA,NA,NA,NA,NA,Water mite,AR,ARAC,NA,NA,Invertebrate,NA,NA,NA
anztox,Fluminicola virens,NA,NA,NA,NA,NA,NA,NA,NA,Columbia-river spire snail,ML,GASR,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Fragilaria capucina var vaucheriae,Chromista,Bacillariophyta,NA,NA,Fragilariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Fragilaria rumpens,Chromista,Bacillariophyta,NA,NA,Fragilariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Fragilaria ulna,Chromista,Bacillariophyta,NA,NA,Fragilariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Fucus serratus,NA,NA,NA,NA,NA,NA,NA,NA,Toothed wrack,AL,PHAE,NA,NA,Plant,Brown algae,NA,NA
anztox,Fucus spiralis,NA,NA,NA,NA,NA,NA,NA,NA,Flat wrack,NA,NA,NA,NA,Fish,Fish,NA,NA
anztox,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,NA,NA,Bladder wrack,AL,PHAE,NA,NA,Plant,Brown algae,NA,NA
anztox,Fundulus heteroclitus,NA,NA,NA,NA,NA,NA,NA,NA,Mummichog,OS,CYPO,NA,NA,Fish,Fish,NA,NA
anztox,Fundulus similis,NA,NA,NA,NA,NA,NA,NA,NA,Longnose killifish,OS,CYPO,NA,NA,Fish,Fish,NA,NA
anztox,Fundulus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,OS,CYPO,NA,NA,Fish,Fish,NA,NA
anztox,Gadus morhua,NA,NA,NA,NA,NA,NA,NA,NA,Atlantic cod,OS,GADI,NA,NA,Fish,Fish,NA,NA
anztox,Galaxias auratus,Animalia,Chordata,NA,NA,Actinopterygii,NA,NA,NA,Golden galaxias (fish),Osteichthyes,Galaxiidae,NA,NA,Fish,Fish,TRUE,NA
anztox,Galaxias maculatus,Animalia,Chordata,NA,NA,Actinopterygii,NA,NA,NA,Common jollytail (fish),Osteichthyes,Galaxiidae,NA,NA,Fish,Fish,TRUE,NA
anztox,Galaxias truttaceus,Animalia,Chordata,NA,NA,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spotted Galaxias,TRUE,NA
anztox,Gambusia affinis,NA,NA,NA,NA,NA,NA,NA,NA,Mosquito fish,Osteichthyes,Poeciliidae,NA,NA,Fish,Fish,NA,NA
anztox,Gambusia affinis affinis,NA,NA,NA,NA,NA,NA,NA,NA,Mosquitofish,OS,POEC,NA,NA,Fish,Fish,NA,NA
anztox,Gambusia holbrooki,NA,NA,NA,NA,NA,NA,NA,NA,Eastern mosquitofish,OS,POEC,NA,NA,Fish,Fish,NA,NA
anztox,Gambusia patruelis,NA,NA,NA,NA,NA,NA,NA,NA,Mosquitofish,OS,POEC,NA,NA,Fish,Fish,NA,NA
anztox,Gammarus duebeni,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Gammarus fasciatus,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Gammarus fossarum,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Gammarus lacustris,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Gammarus pseudolimnaeus,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Gammarus pulex,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Gammarus roeseli,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Gammarus sp,NA,NA,NA,NA,NA,NA,NA,NA,Scud,CR,AMPH,NA,NA,Invertebrate,Crustaceans,NA,NA
anztox,Gasterosteus aculeatus,NA,NA,NA,NA,NA,NA,NA,NA,Three spine stickleback,OS,GASE,NA,NA,Fish,Fish,NA,NA
anztox,Gibbula umbilicalis,NA,NA,NA,NA,NA,NA,NA,NA,Flat topshell,ML,GASR,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Glossosoma sp,NA,NA,NA,NA,NA,NA,NA,NA,Caddisfly,IN,TRIO,NA,NA,Invertebrate,Insects,NA,NA
anztox,Glyceria maxima,Plantae,Tracheophyta,NA,NA,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macrophytes,FALSE,NA
anztox,Gobius minutus,NA,NA,NA,NA,NA,NA,NA,NA,Sand goby,OS,GOBI,NA,NA,Fish,Fish,NA,NA
anztox,Gobius sp,NA,NA,NA,NA,NA,NA,NA,NA,Goby,OS,GOBI,NA,NA,Fish,Fish,NA,NA
anztox,Gomphonema gracile,Chromista,Bacillariophyta,NA,NA,Bacillariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Microalgae,FALSE,NA
anztox,Gomphonema parvulum,NA,NA,NA,NA,NA,NA,NA,NA,Diatom,AL,BACI,NA,NA,Plant,Diatom,NA,NA
anztox,Goniobasis livescens,NA,NA,NA,NA,NA,NA,NA,NA,River snail,ML,GASR,NA,NA,Invertebrate,Molluscs,NA,NA
anztox,Gonyaulax sp,NA,NA,NA,NA,NA,NA,NA,NA,Dinoflagellate,AL,PYRR,NA,NA,Plant,Dinoflagellates,NA,NA
anztox,Gracilaria tenuistipitata,Plantae,Rhodophyta,NA,NA,Florideophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macroalgae,FALSE,NA
